#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
61420,43648700,BDV27DRAFT_10002,BDV27DRAFT_10002,-,-,Unknown,-,methyltransferase-domain-containing protein,protein-coding,-,-,-,methyltransferase-domain-containing protein,20210306,-
61420,43660901,BDV27DRAFT_36867,BDV27DRAFT_36867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660902,BDV27DRAFT_36875,BDV27DRAFT_36875,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660903,BDV27DRAFT_37044,BDV27DRAFT_37044,-,-,Unknown,-,anaphase-promoting complex subunit 5-domain-containing protein,protein-coding,-,-,-,anaphase-promoting complex subunit 5-domain-containing protein,20210306,-
61420,43660904,BDV27DRAFT_37077,BDV27DRAFT_37077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660905,BDV27DRAFT_37089,BDV27DRAFT_37089,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660906,BDV27DRAFT_3710,BDV27DRAFT_3710,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660907,BDV27DRAFT_37150,BDV27DRAFT_37150,-,-,Unknown,-,Dolichyl-phosphate-mannose-protein mannosyltransferase-domain-containing protein,protein-coding,-,-,-,Dolichyl-phosphate-mannose-protein mannosyltransferase-domain-containing protein,20201217,-
61420,43660908,BDV27DRAFT_37162,BDV27DRAFT_37162,-,-,Unknown,-,Pre-mRNA splicing factor PRP21 like protein-domain-containing protein,protein-coding,-,-,-,Pre-mRNA splicing factor PRP21 like protein-domain-containing protein,20210306,-
61420,43660909,BDV27DRAFT_37212,BDV27DRAFT_37212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660910,BDV27DRAFT_37242,BDV27DRAFT_37242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660911,BDV27DRAFT_37244,BDV27DRAFT_37244,-,-,Unknown,-,centromere kinetochore component CENP-T-domain-containing protein,protein-coding,-,-,-,centromere kinetochore component CENP-T-domain-containing protein,20201217,-
61420,43660912,BDV27DRAFT_3732,BDV27DRAFT_3732,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660913,BDV27DRAFT_37325,BDV27DRAFT_37325,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660914,BDV27DRAFT_37354,BDV27DRAFT_37354,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660915,BDV27DRAFT_37371,BDV27DRAFT_37371,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660916,BDV27DRAFT_37411,BDV27DRAFT_37411,-,-,Unknown,-,cytochrome b5-like heme/steroid binding domain-containing protein,protein-coding,-,-,-,cytochrome b5-like heme/steroid binding domain-containing protein,20210306,-
61420,43660917,BDV27DRAFT_37467,BDV27DRAFT_37467,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
61420,43660918,BDV27DRAFT_37505,BDV27DRAFT_37505,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660919,BDV27DRAFT_37570,BDV27DRAFT_37570,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660920,BDV27DRAFT_37635,BDV27DRAFT_37635,-,-,Unknown,-,hemolysin-III related-domain-containing protein,protein-coding,-,-,-,hemolysin-III related-domain-containing protein,20210306,-
61420,43660921,BDV27DRAFT_37637,BDV27DRAFT_37637,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660922,BDV27DRAFT_37645,BDV27DRAFT_37645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660923,BDV27DRAFT_37652,BDV27DRAFT_37652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660924,BDV27DRAFT_37669,BDV27DRAFT_37669,-,-,Unknown,-,cyclin-like protein,protein-coding,-,-,-,cyclin-like protein,20200905,-
61420,43660925,BDV27DRAFT_37690,BDV27DRAFT_37690,-,-,Unknown,-,ATP synthase complex subunit H-domain-containing protein,protein-coding,-,-,-,ATP synthase complex subunit H-domain-containing protein,20210306,-
61420,43660926,BDV27DRAFT_37722,BDV27DRAFT_37722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660927,BDV27DRAFT_37749,BDV27DRAFT_37749,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20201217,-
61420,43660928,BDV27DRAFT_37800,BDV27DRAFT_37800,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660929,BDV27DRAFT_37833,BDV27DRAFT_37833,-,-,Unknown,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,protein-coding,-,-,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,20201217,-
61420,43660930,BDV27DRAFT_38013,BDV27DRAFT_38013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660931,BDV27DRAFT_38045,BDV27DRAFT_38045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660932,BDV27DRAFT_38073,BDV27DRAFT_38073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660933,BDV27DRAFT_38081,BDV27DRAFT_38081,-,-,Unknown,-,TRF2-interacting telomeric protein/Rap1 C terminal domain-containing protein,protein-coding,-,-,-,TRF2-interacting telomeric protein/Rap1 C terminal domain-containing protein,20210306,-
61420,43660934,BDV27DRAFT_38219,BDV27DRAFT_38219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660935,BDV27DRAFT_38415,BDV27DRAFT_38415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660936,BDV27DRAFT_38426,BDV27DRAFT_38426,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660937,BDV27DRAFT_38469,BDV27DRAFT_38469,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20201217,-
61420,43660938,BDV27DRAFT_38475,BDV27DRAFT_38475,-,-,Unknown,-,cornichon,protein-coding,-,-,-,cornichon,20210306,-
61420,43660939,BDV27DRAFT_38483,BDV27DRAFT_38483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660940,BDV27DRAFT_38529,BDV27DRAFT_38529,-,-,Unknown,-,velvet factor-domain-containing protein,protein-coding,-,-,-,velvet factor-domain-containing protein,20210306,-
61420,43660941,BDV27DRAFT_38552,BDV27DRAFT_38552,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660942,BDV27DRAFT_38591,BDV27DRAFT_38591,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660943,BDV27DRAFT_38618,BDV27DRAFT_38618,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660944,BDV27DRAFT_38639,BDV27DRAFT_38639,-,-,Unknown,-,Snf7 family,protein-coding,-,-,-,Snf7 family,20210306,-
61420,43660945,BDV27DRAFT_38653,BDV27DRAFT_38653,-,-,Unknown,-,SIT4 phosphatase-associated protein-domain-containing protein,protein-coding,-,-,-,SIT4 phosphatase-associated protein-domain-containing protein,20210306,-
61420,43660946,BDV27DRAFT_38719,BDV27DRAFT_38719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660947,BDV27DRAFT_38742,BDV27DRAFT_38742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660948,BDV27DRAFT_38782,BDV27DRAFT_38782,-,-,Unknown,-,coatomer WD associated region-domain-containing protein,protein-coding,-,-,-,coatomer WD associated region-domain-containing protein,20210306,-
61420,43660949,BDV27DRAFT_38835,BDV27DRAFT_38835,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660950,BDV27DRAFT_38918,BDV27DRAFT_38918,-,-,Unknown,-,translation machinery-associated protein 16,protein-coding,-,-,-,translation machinery-associated protein 16,20210306,-
61420,43660951,BDV27DRAFT_38939,BDV27DRAFT_38939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660952,BDV27DRAFT_38997,BDV27DRAFT_38997,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660953,BDV27DRAFT_38999,BDV27DRAFT_38999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660954,BDV27DRAFT_39018,BDV27DRAFT_39018,-,-,Unknown,-,phosphoribosyltransferase-like protein,protein-coding,-,-,-,phosphoribosyltransferase-like protein,20210306,-
61420,43660955,BDV27DRAFT_39029,BDV27DRAFT_39029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660956,BDV27DRAFT_39047,BDV27DRAFT_39047,-,-,Unknown,-,DUF890 domain protein,protein-coding,-,-,-,DUF890 domain protein,20210306,-
61420,43660957,BDV27DRAFT_39175,BDV27DRAFT_39175,-,-,Unknown,-,vacuolar sorting protein 39 domain 2-domain-containing protein,protein-coding,-,-,-,vacuolar sorting protein 39 domain 2-domain-containing protein,20210306,-
61420,43660958,BDV27DRAFT_39258,BDV27DRAFT_39258,-,-,Unknown,-,Ctr copper transporter,protein-coding,-,-,-,Ctr copper transporter,20210306,-
61420,43660959,BDV27DRAFT_39299,BDV27DRAFT_39299,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660960,BDV27DRAFT_39300,BDV27DRAFT_39300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660961,BDV27DRAFT_39313,BDV27DRAFT_39313,-,-,Unknown,-,hydroxymethylglutaryl-coenzyme A reductase-domain-containing protein,protein-coding,-,-,-,hydroxymethylglutaryl-coenzyme A reductase-domain-containing protein,20210306,-
61420,43660962,BDV27DRAFT_39349,BDV27DRAFT_39349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660963,BDV27DRAFT_39412,BDV27DRAFT_39412,-,-,Unknown,-,tRNA synthetases class II core domain (F)-domain-containing protein,protein-coding,-,-,-,tRNA synthetases class II core domain (F)-domain-containing protein,20201201,-
61420,43660964,BDV27DRAFT_39413,BDV27DRAFT_39413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660965,BDV27DRAFT_39428,BDV27DRAFT_39428,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660966,BDV27DRAFT_39441,BDV27DRAFT_39441,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20201217,-
61420,43660967,BDV27DRAFT_39530,BDV27DRAFT_39530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43660968,BDV27DRAFT_39553,BDV27DRAFT_39553,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43660969,BDV27DRAFT_39559,BDV27DRAFT_39559,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43660970,BDV27DRAFT_39562,BDV27DRAFT_39562,-,-,Unknown,-,actin cytoskeleton-regulatory complex protein end3,protein-coding,-,-,-,actin cytoskeleton-regulatory complex protein end3,20210306,-
61420,43660971,BDV27DRAFT_39572,BDV27DRAFT_39572,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43660972,BDV27DRAFT_39636,BDV27DRAFT_39636,-,-,Unknown,-,mitogen-activated protein kinase mpkC,protein-coding,-,-,-,mitogen-activated protein kinase mpkC,20201217,-
61420,43660973,BDV27DRAFT_39660,BDV27DRAFT_39660,-,-,Unknown,-,"guanine nucleotide binding protein, alpha subunit",protein-coding,-,-,-,"guanine nucleotide binding protein, alpha subunit",20201201,-
61420,43660974,BDV27DRAFT_39675,BDV27DRAFT_39675,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43660975,BDV27DRAFT_39813,BDV27DRAFT_39813,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660976,BDV27DRAFT_39817,BDV27DRAFT_39817,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660977,BDV27DRAFT_39821,BDV27DRAFT_39821,-,-,Unknown,-,transcription factor TFIID complex subunit 8 C-term-domain-containing protein,protein-coding,-,-,-,transcription factor TFIID complex subunit 8 C-term-domain-containing protein,20210306,-
61420,43660978,BDV27DRAFT_39828,BDV27DRAFT_39828,-,-,Unknown,-,ubiquitin-conjugating enzyme/RWD-like protein,protein-coding,-,-,-,ubiquitin-conjugating enzyme/RWD-like protein,20210306,-
61420,43660979,BDV27DRAFT_3987,BDV27DRAFT_3987,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
61420,43660980,BDV27DRAFT_39874,BDV27DRAFT_39874,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660981,BDV27DRAFT_39944,BDV27DRAFT_39944,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210306,-
61420,43660982,BDV27DRAFT_39958,BDV27DRAFT_39958,-,-,Unknown,-,Alpha/beta hydrolase family-domain-containing protein,protein-coding,-,-,-,Alpha/beta hydrolase family-domain-containing protein,20210306,-
61420,43660983,BDV27DRAFT_39977,BDV27DRAFT_39977,-,-,Unknown,-,fungal pheromone mating factor STE2 GPCR-domain-containing protein,protein-coding,-,-,-,fungal pheromone mating factor STE2 GPCR-domain-containing protein,20210306,-
61420,43660984,BDV27DRAFT_39983,BDV27DRAFT_39983,-,-,Unknown,-,Sec1-like protein,protein-coding,-,-,-,Sec1-like protein,20210306,-
61420,43660985,BDV27DRAFT_39987,BDV27DRAFT_39987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43660986,BDV27DRAFT_40018,BDV27DRAFT_40018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660987,BDV27DRAFT_40019,BDV27DRAFT_40019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660988,BDV27DRAFT_40036,BDV27DRAFT_40036,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210306,-
61420,43660989,BDV27DRAFT_40042,BDV27DRAFT_40042,-,-,Unknown,-,Ppx/GppA phosphatase family-domain-containing protein,protein-coding,-,-,-,Ppx/GppA phosphatase family-domain-containing protein,20210306,-
61420,43660990,BDV27DRAFT_4006,BDV27DRAFT_4006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660991,BDV27DRAFT_401,BDV27DRAFT_401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660992,BDV27DRAFT_40141,BDV27DRAFT_40141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660993,BDV27DRAFT_40163,BDV27DRAFT_40163,-,-,Unknown,-,amidase signature domain-containing protein,protein-coding,-,-,-,amidase signature domain-containing protein,20210306,-
61420,43660994,BDV27DRAFT_40168,BDV27DRAFT_40168,-,-,Unknown,-,xylose isomerase-like protein,protein-coding,-,-,-,xylose isomerase-like protein,20210306,-
61420,43660995,BDV27DRAFT_40174,BDV27DRAFT_40174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660996,BDV27DRAFT_40320,BDV27DRAFT_40320,-,-,Unknown,-,rab-GTPase-TBC domain-containing protein,protein-coding,-,-,-,rab-GTPase-TBC domain-containing protein,20201217,-
61420,43660997,BDV27DRAFT_40340,BDV27DRAFT_40340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43660998,BDV27DRAFT_40359,BDV27DRAFT_40359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43660999,BDV27DRAFT_40370,BDV27DRAFT_40370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661000,BDV27DRAFT_40389,BDV27DRAFT_40389,-,-,Unknown,-,chaperonin 10-like protein,protein-coding,-,-,-,chaperonin 10-like protein,20201217,-
61420,43661001,BDV27DRAFT_40402,BDV27DRAFT_40402,-,-,Unknown,-,alpha subunit of putative methylmalonyl-CoA decarboxylase,protein-coding,-,-,-,alpha subunit of putative methylmalonyl-CoA decarboxylase,20210306,-
61420,43661002,BDV27DRAFT_40415,BDV27DRAFT_40415,-,-,Unknown,-,Endonuclease/exonuclease/phosphatase,protein-coding,-,-,-,Endonuclease/exonuclease/phosphatase,20210306,-
61420,43661003,BDV27DRAFT_40422,BDV27DRAFT_40422,-,-,Unknown,-,RNA 3'-terminal phosphate cyclase/enolpyruvate transferase,protein-coding,-,-,-,RNA 3'-terminal phosphate cyclase/enolpyruvate transferase,20210306,-
61420,43661004,BDV27DRAFT_40533,BDV27DRAFT_40533,-,-,Unknown,-,Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein,protein-coding,-,-,-,Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein,20201217,-
61420,43661005,BDV27DRAFT_40538,BDV27DRAFT_40538,-,-,Unknown,-,histone deacetylase,protein-coding,-,-,-,histone deacetylase,20210306,-
61420,43661006,BDV27DRAFT_40860,BDV27DRAFT_40860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661007,BDV27DRAFT_40946,BDV27DRAFT_40946,-,-,Unknown,-,PLC-like phosphodiesterase,protein-coding,-,-,-,PLC-like phosphodiesterase,20201217,-
61420,43661008,BDV27DRAFT_40962,BDV27DRAFT_40962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661009,BDV27DRAFT_40986,BDV27DRAFT_40986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661010,BDV27DRAFT_41014,BDV27DRAFT_41014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661011,BDV27DRAFT_41016,BDV27DRAFT_41016,-,-,Unknown,-,ricin B lectin domain-containing protein,protein-coding,-,-,-,ricin B lectin domain-containing protein,20210306,-
61420,43661012,BDV27DRAFT_41105,BDV27DRAFT_41105,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43661013,BDV27DRAFT_41114,BDV27DRAFT_41114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661014,BDV27DRAFT_41150,BDV27DRAFT_41150,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
61420,43661015,BDV27DRAFT_41165,BDV27DRAFT_41165,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43661016,BDV27DRAFT_41327,BDV27DRAFT_41327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661017,BDV27DRAFT_41417,BDV27DRAFT_41417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43661018,BDV27DRAFT_4146,BDV27DRAFT_4146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661019,BDV27DRAFT_41473,BDV27DRAFT_41473,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43661020,BDV27DRAFT_41479,BDV27DRAFT_41479,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
61420,43661021,BDV27DRAFT_41558,BDV27DRAFT_41558,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43661022,BDV27DRAFT_41573,BDV27DRAFT_41573,-,-,Unknown,-,sister chromatid cohesion C-terminus-domain-containing protein,protein-coding,-,-,-,sister chromatid cohesion C-terminus-domain-containing protein,20210306,-
61420,43661023,BDV27DRAFT_41580,BDV27DRAFT_41580,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43661024,BDV27DRAFT_41646,BDV27DRAFT_41646,-,-,Unknown,-,HIT-like domain-containing protein,protein-coding,-,-,-,HIT-like domain-containing protein,20201217,-
61420,43661025,BDV27DRAFT_41647,BDV27DRAFT_41647,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43661026,BDV27DRAFT_4165,BDV27DRAFT_4165,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661027,BDV27DRAFT_41651,BDV27DRAFT_41651,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43661028,BDV27DRAFT_41676,BDV27DRAFT_41676,-,-,Unknown,-,life-span regulatory factor-domain-containing protein,protein-coding,-,-,-,life-span regulatory factor-domain-containing protein,20210306,-
61420,43661029,BDV27DRAFT_4176,BDV27DRAFT_4176,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661030,BDV27DRAFT_41893,BDV27DRAFT_41893,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43661031,BDV27DRAFT_4194,BDV27DRAFT_4194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661032,BDV27DRAFT_41983,BDV27DRAFT_41983,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661033,BDV27DRAFT_4201,BDV27DRAFT_4201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661034,BDV27DRAFT_42011,BDV27DRAFT_42011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661035,BDV27DRAFT_42069,BDV27DRAFT_42069,-,-,Unknown,-,aminotransferase,protein-coding,-,-,-,aminotransferase,20201217,-
61420,43661036,BDV27DRAFT_42188,BDV27DRAFT_42188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661037,BDV27DRAFT_42229,BDV27DRAFT_42229,-,-,Unknown,-,cytochrome b5-like heme/steroid binding domain-containing protein,protein-coding,-,-,-,cytochrome b5-like heme/steroid binding domain-containing protein,20210306,-
61420,43661038,BDV27DRAFT_42230,BDV27DRAFT_42230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661039,BDV27DRAFT_42243,BDV27DRAFT_42243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661040,BDV27DRAFT_42265,BDV27DRAFT_42265,-,-,Unknown,-,arylamine N-acetyltransferase 2,protein-coding,-,-,-,arylamine N-acetyltransferase 2,20210306,-
61420,43661041,BDV27DRAFT_42342,BDV27DRAFT_42342,-,-,Unknown,-,Intradiol ring-cleavage dioxygenase,protein-coding,-,-,-,Intradiol ring-cleavage dioxygenase,20210306,-
61420,43661042,BDV27DRAFT_42348,BDV27DRAFT_42348,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661043,BDV27DRAFT_42372,BDV27DRAFT_42372,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661044,BDV27DRAFT_42414,BDV27DRAFT_42414,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43661045,BDV27DRAFT_42425,BDV27DRAFT_42425,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661046,BDV27DRAFT_42426,BDV27DRAFT_42426,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43661047,BDV27DRAFT_42447,BDV27DRAFT_42447,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
61420,43661048,BDV27DRAFT_4245,BDV27DRAFT_4245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661049,BDV27DRAFT_42497,BDV27DRAFT_42497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661050,BDV27DRAFT_42516,BDV27DRAFT_42516,-,-,Unknown,-,putative dipeptidyl peptidase 4,protein-coding,-,-,-,putative dipeptidyl peptidase 4,20210306,-
61420,43661051,BDV27DRAFT_42527,BDV27DRAFT_42527,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43661052,BDV27DRAFT_42595,BDV27DRAFT_42595,-,-,Unknown,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20201217,-
61420,43661053,BDV27DRAFT_42621,BDV27DRAFT_42621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661054,BDV27DRAFT_42632,BDV27DRAFT_42632,-,-,Unknown,-,Nse1 non-SMC component of SMC5-6 complex-domain-containing protein,protein-coding,-,-,-,Nse1 non-SMC component of SMC5-6 complex-domain-containing protein,20210306,-
61420,43661055,BDV27DRAFT_42634,BDV27DRAFT_42634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43661056,BDV27DRAFT_42645,BDV27DRAFT_42645,-,-,Unknown,-,domain of Kin17 curved DNA-binding protein-domain-containing protein,protein-coding,-,-,-,domain of Kin17 curved DNA-binding protein-domain-containing protein,20210306,-
61420,43661057,BDV27DRAFT_42648,BDV27DRAFT_42648,-,-,Unknown,-,actin-domain-containing protein,protein-coding,-,-,-,actin-domain-containing protein,20210306,-
