#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1450535,37107590,BO94DRAFT_100549,BO94DRAFT_100549,-,-,Unknown,-,ARF/SAR superfamily,protein-coding,-,-,-,ARF/SAR superfamily,20180721,-
1450535,37116768,BO94DRAFT_567358,BO94DRAFT_567358,-,-,Unknown,-,FMN binding oxidoreductase,protein-coding,-,-,-,FMN binding oxidoreductase,20181013,-
1450535,37116769,BO94DRAFT_567370,BO94DRAFT_567370,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37116770,BO94DRAFT_567372,BO94DRAFT_567372,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116771,BO94DRAFT_567382,BO94DRAFT_567382,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20181013,-
1450535,37116772,BO94DRAFT_567393,BO94DRAFT_567393,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116773,BO94DRAFT_567403,BO94DRAFT_567403,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116774,BO94DRAFT_567466,BO94DRAFT_567466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116775,BO94DRAFT_567519,BO94DRAFT_567519,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116776,BO94DRAFT_567521,BO94DRAFT_567521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116777,BO94DRAFT_567532,BO94DRAFT_567532,-,-,Unknown,-,phosphatases II,protein-coding,-,-,-,phosphatases II,20181013,-
1450535,37116778,BO94DRAFT_567537,BO94DRAFT_567537,-,-,Unknown,-,ribosomal protein L22e,protein-coding,-,-,-,ribosomal protein L22e,20181013,-
1450535,37116779,BO94DRAFT_567554,BO94DRAFT_567554,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116780,BO94DRAFT_567559,BO94DRAFT_567559,-,-,Unknown,-,seryl-tRNA synthetase,protein-coding,-,-,-,seryl-tRNA synthetase,20181013,-
1450535,37116781,BO94DRAFT_567568,BO94DRAFT_567568,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116782,BO94DRAFT_567581,BO94DRAFT_567581,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20181013,-
1450535,37116783,BO94DRAFT_567631,BO94DRAFT_567631,-,-,Unknown,-,integral membrane protein,protein-coding,-,-,-,integral membrane protein,20181013,-
1450535,37116784,BO94DRAFT_567659,BO94DRAFT_567659,-,-,Unknown,-,DUF572-domain-containing protein,protein-coding,-,-,-,DUF572-domain-containing protein,20181013,-
1450535,37116785,BO94DRAFT_567664,BO94DRAFT_567664,-,-,Unknown,-,DNA replication licensing factor Mcm5,protein-coding,-,-,-,DNA replication licensing factor Mcm5,20181013,-
1450535,37116786,BO94DRAFT_567684,BO94DRAFT_567684,-,-,Unknown,-,NAD dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD dependent epimerase/dehydratase family protein,20181013,-
1450535,37116787,BO94DRAFT_567688,BO94DRAFT_567688,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116788,BO94DRAFT_567705,BO94DRAFT_567705,-,-,Unknown,-,IFRD domain protein,protein-coding,-,-,-,IFRD domain protein,20181013,-
1450535,37116789,BO94DRAFT_567738,BO94DRAFT_567738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116790,BO94DRAFT_567757,BO94DRAFT_567757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116791,BO94DRAFT_567774,BO94DRAFT_567774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116792,BO94DRAFT_567783,BO94DRAFT_567783,-,-,Unknown,-,DUF171-domain-containing protein,protein-coding,-,-,-,DUF171-domain-containing protein,20181013,-
1450535,37116793,BO94DRAFT_567803,BO94DRAFT_567803,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116794,BO94DRAFT_567829,BO94DRAFT_567829,-,-,Unknown,-,acid protease,protein-coding,-,-,-,acid protease,20181013,-
1450535,37116795,BO94DRAFT_567834,BO94DRAFT_567834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116796,BO94DRAFT_567844,BO94DRAFT_567844,-,-,Unknown,-,MFS monosaccharide transporter,protein-coding,-,-,-,MFS monosaccharide transporter,20181013,-
1450535,37116797,BO94DRAFT_56785,BO94DRAFT_56785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116798,BO94DRAFT_56786,BO94DRAFT_56786,-,-,Unknown,-,aureobasidin resistance protein Aur1,protein-coding,-,-,-,aureobasidin resistance protein Aur1,20181013,-
1450535,37116799,BO94DRAFT_567906,BO94DRAFT_567906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116800,BO94DRAFT_567917,BO94DRAFT_567917,-,-,Unknown,-,nuclear movement protein nudC,protein-coding,-,-,-,nuclear movement protein nudC,20181013,-
1450535,37116801,BO94DRAFT_568013,BO94DRAFT_568013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116802,BO94DRAFT_568024,BO94DRAFT_568024,-,-,Unknown,-,C6 transcription factor,protein-coding,-,-,-,C6 transcription factor,20181013,-
1450535,37116803,BO94DRAFT_568079,BO94DRAFT_568079,-,-,Unknown,-,rhamnogalacturonase rhgA,protein-coding,-,-,-,rhamnogalacturonase rhgA,20181013,-
1450535,37116804,BO94DRAFT_568080,BO94DRAFT_568080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116805,BO94DRAFT_568101,BO94DRAFT_568101,-,-,Unknown,-,triacylglycerol lipase,protein-coding,-,-,-,triacylglycerol lipase,20181013,-
1450535,37116806,BO94DRAFT_568169,BO94DRAFT_568169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116807,BO94DRAFT_568175,BO94DRAFT_568175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116808,BO94DRAFT_568215,BO94DRAFT_568215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116809,BO94DRAFT_568238,BO94DRAFT_568238,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37116810,BO94DRAFT_568240,BO94DRAFT_568240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116811,BO94DRAFT_568255,BO94DRAFT_568255,-,-,Unknown,-,phosphotransferase enzyme family protein-like protein,protein-coding,-,-,-,phosphotransferase enzyme family protein-like protein,20181013,-
1450535,37116812,BO94DRAFT_568256,BO94DRAFT_568256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116813,BO94DRAFT_568278,BO94DRAFT_568278,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116814,BO94DRAFT_568281,BO94DRAFT_568281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116815,BO94DRAFT_568363,BO94DRAFT_568363,-,-,Unknown,-,vacuolar membrane PQ loop repeat protein,protein-coding,-,-,-,vacuolar membrane PQ loop repeat protein,20181013,-
1450535,37116816,BO94DRAFT_568374,BO94DRAFT_568374,-,-,Unknown,-,DUF367-domain-containing protein,protein-coding,-,-,-,DUF367-domain-containing protein,20181013,-
1450535,37116817,BO94DRAFT_568378,BO94DRAFT_568378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116818,BO94DRAFT_568437,BO94DRAFT_568437,-,-,Unknown,-,3-oxoacyl-reductase,protein-coding,-,-,-,3-oxoacyl-reductase,20181013,-
1450535,37116819,BO94DRAFT_568444,BO94DRAFT_568444,-,-,Unknown,-,Six-hairpin glycosidase,protein-coding,-,-,-,Six-hairpin glycosidase,20181013,-
1450535,37116820,BO94DRAFT_568466,BO94DRAFT_568466,-,-,Unknown,-,lysophospholipase,protein-coding,-,-,-,lysophospholipase,20181013,-
1450535,37116821,BO94DRAFT_568475,BO94DRAFT_568475,-,-,Unknown,-,"glucan endo-1,6-glucosidase BGN16.3",protein-coding,-,-,-,"glucan endo-1,6-glucosidase BGN16.3",20181013,-
1450535,37116822,BO94DRAFT_568476,BO94DRAFT_568476,-,-,Unknown,-,zincin,protein-coding,-,-,-,zincin,20181013,-
1450535,37116823,BO94DRAFT_568486,BO94DRAFT_568486,-,-,Unknown,-,subtilisin-like protein,protein-coding,-,-,-,subtilisin-like protein,20181013,-
1450535,37116824,BO94DRAFT_568488,BO94DRAFT_568488,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20181013,-
1450535,37116825,BO94DRAFT_568495,BO94DRAFT_568495,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20181013,-
1450535,37116826,BO94DRAFT_568506,BO94DRAFT_568506,-,-,Unknown,-,xanthine dehydrogenase,protein-coding,-,-,-,xanthine dehydrogenase,20181013,-
1450535,37116827,BO94DRAFT_568523,BO94DRAFT_568523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116828,BO94DRAFT_568526,BO94DRAFT_568526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116829,BO94DRAFT_568530,BO94DRAFT_568530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116830,BO94DRAFT_568535,BO94DRAFT_568535,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20181013,-
1450535,37116831,BO94DRAFT_568553,BO94DRAFT_568553,-,-,Unknown,-,bicyclomycin resistance protein,protein-coding,-,-,-,bicyclomycin resistance protein,20181013,-
1450535,37116832,BO94DRAFT_568556,BO94DRAFT_568556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116833,BO94DRAFT_568584,BO94DRAFT_568584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116834,BO94DRAFT_568589,BO94DRAFT_568589,-,-,Unknown,-,short-chain dehydrogenase-like protein,protein-coding,-,-,-,short-chain dehydrogenase-like protein,20181013,-
1450535,37116835,BO94DRAFT_568592,BO94DRAFT_568592,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116836,BO94DRAFT_568601,BO94DRAFT_568601,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116837,BO94DRAFT_568614,BO94DRAFT_568614,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116838,BO94DRAFT_568617,BO94DRAFT_568617,-,-,Unknown,-,HHE domain protein,protein-coding,-,-,-,HHE domain protein,20181013,-
1450535,37116839,BO94DRAFT_568621,BO94DRAFT_568621,-,-,Unknown,-,U4/U6 small nuclear ribonucleo protein PRP4,protein-coding,-,-,-,U4/U6 small nuclear ribonucleo protein PRP4,20181013,-
1450535,37116840,BO94DRAFT_568629,BO94DRAFT_568629,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20181013,-
1450535,37116841,BO94DRAFT_568663,BO94DRAFT_568663,-,-,Unknown,-,kinase domain-containing protein,protein-coding,-,-,-,kinase domain-containing protein,20181013,-
1450535,37116842,BO94DRAFT_568723,BO94DRAFT_568723,-,-,Unknown,-,GABA permease,protein-coding,-,-,-,GABA permease,20181013,-
1450535,37116843,BO94DRAFT_568744,BO94DRAFT_568744,-,-,Unknown,-,MCM-domain-containing protein,protein-coding,-,-,-,MCM-domain-containing protein,20181013,-
1450535,37116844,BO94DRAFT_568752,BO94DRAFT_568752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116845,BO94DRAFT_568763,BO94DRAFT_568763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116846,BO94DRAFT_568820,BO94DRAFT_568820,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116847,BO94DRAFT_568876,BO94DRAFT_568876,-,-,Unknown,-,GABA permease gaba,protein-coding,-,-,-,GABA permease gaba,20181013,-
1450535,37116848,BO94DRAFT_568880,BO94DRAFT_568880,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116849,BO94DRAFT_568892,BO94DRAFT_568892,-,-,Unknown,-,WD domain protein,protein-coding,-,-,-,WD domain protein,20181013,-
1450535,37116850,BO94DRAFT_568911,BO94DRAFT_568911,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116851,BO94DRAFT_568960,BO94DRAFT_568960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116852,BO94DRAFT_568983,BO94DRAFT_568983,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116853,BO94DRAFT_568996,BO94DRAFT_568996,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37116854,BO94DRAFT_569008,BO94DRAFT_569008,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20181013,-
1450535,37116855,BO94DRAFT_569020,BO94DRAFT_569020,-,-,Unknown,-,"1,3-beta-glucanosyltransferase Bgt1",protein-coding,-,-,-,"1,3-beta-glucanosyltransferase Bgt1",20181013,-
1450535,37116856,BO94DRAFT_569023,BO94DRAFT_569023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116857,BO94DRAFT_569028,BO94DRAFT_569028,-,-,Unknown,-,kinase domain-containing protein,protein-coding,-,-,-,kinase domain-containing protein,20181013,-
1450535,37116858,BO94DRAFT_569033,BO94DRAFT_569033,-,-,Unknown,-,early growth response protein,protein-coding,-,-,-,early growth response protein,20181013,-
1450535,37116859,BO94DRAFT_569040,BO94DRAFT_569040,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116860,BO94DRAFT_569057,BO94DRAFT_569057,-,-,Unknown,-,sterigmatocystin 8-O-methyltransferase precursor,protein-coding,-,-,-,sterigmatocystin 8-O-methyltransferase precursor,20181013,-
1450535,37116861,BO94DRAFT_569061,BO94DRAFT_569061,-,-,Unknown,-,STT3 subunit of Oligosaccharyl transferase,protein-coding,-,-,-,STT3 subunit of Oligosaccharyl transferase,20181013,-
1450535,37116862,BO94DRAFT_569083,BO94DRAFT_569083,-,-,Unknown,-,C2H2 zinc finger protein,protein-coding,-,-,-,C2H2 zinc finger protein,20180712,-
1450535,37116863,BO94DRAFT_569086,BO94DRAFT_569086,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37116864,BO94DRAFT_569098,BO94DRAFT_569098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116865,BO94DRAFT_569142,BO94DRAFT_569142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116866,BO94DRAFT_569152,BO94DRAFT_569152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116867,BO94DRAFT_569154,BO94DRAFT_569154,-,-,Unknown,-,DUF866 domain protein,protein-coding,-,-,-,DUF866 domain protein,20181013,-
1450535,37116868,BO94DRAFT_569157,BO94DRAFT_569157,-,-,Unknown,-,molybdenum cofactor biosynthesis protein Gephyrin,protein-coding,-,-,-,molybdenum cofactor biosynthesis protein Gephyrin,20181013,-
1450535,37116869,BO94DRAFT_569180,BO94DRAFT_569180,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20181013,-
1450535,37116870,BO94DRAFT_569186,BO94DRAFT_569186,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20181013,-
1450535,37116871,BO94DRAFT_569211,BO94DRAFT_569211,-,-,Unknown,-,C-x8-C-x5-C-x3-H zinc finger protein,protein-coding,-,-,-,C-x8-C-x5-C-x3-H zinc finger protein,20180712,-
1450535,37116872,BO94DRAFT_569220,BO94DRAFT_569220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116873,BO94DRAFT_569255,BO94DRAFT_569255,-,-,Unknown,-,eukaryotic translation initiation factor 3 subunit EifCd,protein-coding,-,-,-,eukaryotic translation initiation factor 3 subunit EifCd,20181013,-
1450535,37116874,BO94DRAFT_569260,BO94DRAFT_569260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116875,BO94DRAFT_569330,BO94DRAFT_569330,-,-,Unknown,-,DNA-directed RNA polymerase I and III 14 KDA polypeptide,protein-coding,-,-,-,DNA-directed RNA polymerase I and III 14 KDA polypeptide,20181013,-
1450535,37116876,BO94DRAFT_569360,BO94DRAFT_569360,-,-,Unknown,-,COP9 signalosome subunit 1,protein-coding,-,-,-,COP9 signalosome subunit 1,20181013,-
1450535,37116877,BO94DRAFT_569378,BO94DRAFT_569378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116878,BO94DRAFT_569409,BO94DRAFT_569409,-,-,Unknown,-,CCCH zinc finger protein,protein-coding,-,-,-,CCCH zinc finger protein,20181013,-
1450535,37116879,BO94DRAFT_569416,BO94DRAFT_569416,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116880,BO94DRAFT_569457,BO94DRAFT_569457,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37116881,BO94DRAFT_569478,BO94DRAFT_569478,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116882,BO94DRAFT_569484,BO94DRAFT_569484,-,-,Unknown,-,putative benzoate 4-monooxygenase cytochrome P450,protein-coding,-,-,-,putative benzoate 4-monooxygenase cytochrome P450,20181013,-
1450535,37116883,BO94DRAFT_569487,BO94DRAFT_569487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116884,BO94DRAFT_569497,BO94DRAFT_569497,-,-,Unknown,-,short-chain dehydrogenase,protein-coding,-,-,-,short-chain dehydrogenase,20181013,-
1450535,37116885,BO94DRAFT_569511,BO94DRAFT_569511,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20181013,-
1450535,37116886,BO94DRAFT_569526,BO94DRAFT_569526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116887,BO94DRAFT_569543,BO94DRAFT_569543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116888,BO94DRAFT_569624,BO94DRAFT_569624,-,-,Unknown,-,F-box domain protein,protein-coding,-,-,-,F-box domain protein,20181013,-
1450535,37116889,BO94DRAFT_569654,BO94DRAFT_569654,-,-,Unknown,-,cation diffusion facilitator family metal ion transporter,protein-coding,-,-,-,cation diffusion facilitator family metal ion transporter,20181013,-
1450535,37116890,BO94DRAFT_569658,BO94DRAFT_569658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116891,BO94DRAFT_569663,BO94DRAFT_569663,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116892,BO94DRAFT_569682,BO94DRAFT_569682,-,-,Unknown,-,lipid A export ATP-binding/permease protein msbA,protein-coding,-,-,-,lipid A export ATP-binding/permease protein msbA,20181013,-
1450535,37116893,BO94DRAFT_569702,BO94DRAFT_569702,-,-,Unknown,-,oligosaccharyl transferase subunit,protein-coding,-,-,-,oligosaccharyl transferase subunit,20181013,-
1450535,37116894,BO94DRAFT_569706,BO94DRAFT_569706,-,-,Unknown,-,deoxycytidylate deaminase,protein-coding,-,-,-,deoxycytidylate deaminase,20181013,-
1450535,37116895,BO94DRAFT_569724,BO94DRAFT_569724,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116896,BO94DRAFT_569725,BO94DRAFT_569725,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116897,BO94DRAFT_569769,BO94DRAFT_569769,-,-,Unknown,-,TLC domain-containing protein,protein-coding,-,-,-,TLC domain-containing protein,20181013,-
1450535,37116898,BO94DRAFT_569783,BO94DRAFT_569783,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20181013,-
1450535,37116899,BO94DRAFT_569798,BO94DRAFT_569798,-,-,Unknown,-,putative sugar transporter,protein-coding,-,-,-,putative sugar transporter,20181013,-
1450535,37116900,BO94DRAFT_569820,BO94DRAFT_569820,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116901,BO94DRAFT_569830,BO94DRAFT_569830,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116902,BO94DRAFT_569832,BO94DRAFT_569832,-,-,Unknown,-,purine and uridine phosphorylase,protein-coding,-,-,-,purine and uridine phosphorylase,20181013,-
1450535,37116903,BO94DRAFT_569847,BO94DRAFT_569847,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116904,BO94DRAFT_569868,BO94DRAFT_569868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116905,BO94DRAFT_569878,BO94DRAFT_569878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116906,BO94DRAFT_569899,BO94DRAFT_569899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116907,BO94DRAFT_569941,BO94DRAFT_569941,-,-,Unknown,-,integral membrane protein,protein-coding,-,-,-,integral membrane protein,20180712,-
1450535,37116908,BO94DRAFT_569944,BO94DRAFT_569944,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20181013,-
1450535,37116909,BO94DRAFT_569948,BO94DRAFT_569948,-,-,Unknown,-,RmlC-like cupin,protein-coding,-,-,-,RmlC-like cupin,20181013,-
1450535,37116910,BO94DRAFT_569969,BO94DRAFT_569969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116911,BO94DRAFT_569971,BO94DRAFT_569971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116912,BO94DRAFT_569987,BO94DRAFT_569987,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37116913,BO94DRAFT_570001,BO94DRAFT_570001,-,-,Unknown,-,general amino acid permease,protein-coding,-,-,-,general amino acid permease,20181013,-
1450535,37116914,BO94DRAFT_570032,BO94DRAFT_570032,-,-,Unknown,-,putative alpha-acetolactate decarboxylase,protein-coding,-,-,-,putative alpha-acetolactate decarboxylase,20181013,-
1450535,37116915,BO94DRAFT_570042,BO94DRAFT_570042,-,-,Unknown,-,putative phosphopantothenate-cysteine ligase,protein-coding,-,-,-,putative phosphopantothenate-cysteine ligase,20181013,-
1450535,37116916,BO94DRAFT_570044,BO94DRAFT_570044,-,-,Unknown,-,DEAD/DEAH box RNA helicase,protein-coding,-,-,-,DEAD/DEAH box RNA helicase,20181013,-
1450535,37116917,BO94DRAFT_570053,BO94DRAFT_570053,-,-,Unknown,-,small secreted protein,protein-coding,-,-,-,small secreted protein,20180712,-
1450535,37116918,BO94DRAFT_570056,BO94DRAFT_570056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116919,BO94DRAFT_570071,BO94DRAFT_570071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116920,BO94DRAFT_570080,BO94DRAFT_570080,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116921,BO94DRAFT_570104,BO94DRAFT_570104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37116922,BO94DRAFT_570116,BO94DRAFT_570116,-,-,Unknown,-,alpha-L-fucosidase 2 precursor,protein-coding,-,-,-,alpha-L-fucosidase 2 precursor,20181013,-
1450535,37116923,BO94DRAFT_570124,BO94DRAFT_570124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37116924,BO94DRAFT_570143,BO94DRAFT_570143,-,-,Unknown,-,phosphoesterase-domain-containing protein,protein-coding,-,-,-,phosphoesterase-domain-containing protein,20181013,-
1450535,37116925,BO94DRAFT_570200,BO94DRAFT_570200,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20181013,-
1450535,37116926,BO94DRAFT_570203,BO94DRAFT_570203,-,-,Unknown,-,putative 3-octaprenyl-4-hydroxybenzoate carboxy-lyase,protein-coding,-,-,-,putative 3-octaprenyl-4-hydroxybenzoate carboxy-lyase,20181013,-
1450535,37116927,BO94DRAFT_570209,BO94DRAFT_570209,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20181013,-
1450535,37116928,BO94DRAFT_570216,BO94DRAFT_570216,-,-,Unknown,-,alcohol oxidase,protein-coding,-,-,-,alcohol oxidase,20181013,-
1450535,37116929,BO94DRAFT_570236,BO94DRAFT_570236,-,-,Unknown,-,"alpha-1,3-glucan synthase",protein-coding,-,-,-,"alpha-1,3-glucan synthase",20181013,-
1450535,37116930,BO94DRAFT_570239,BO94DRAFT_570239,-,-,Unknown,-,MFS drug transporter,protein-coding,-,-,-,MFS drug transporter,20181013,-
1450535,37116931,BO94DRAFT_570241,BO94DRAFT_570241,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20181013,-
1450535,37116932,BO94DRAFT_570247,BO94DRAFT_570247,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20181013,-
