#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1314785,63818182,LAESUDRAFT_100037,LAESUDRAFT_100037,-,-,Unknown,-,peroxisomal acyl-CoA-dehydrogenase,protein-coding,-,-,-,peroxisomal acyl-CoA-dehydrogenase,20210421,-
1314785,63830095,LAESUDRAFT_762226,LAESUDRAFT_762226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830096,LAESUDRAFT_762275,LAESUDRAFT_762275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830097,LAESUDRAFT_762277,LAESUDRAFT_762277,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830098,LAESUDRAFT_762278,LAESUDRAFT_762278,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63830099,LAESUDRAFT_762285,LAESUDRAFT_762285,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20210421,-
1314785,63830100,LAESUDRAFT_762303,LAESUDRAFT_762303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830101,LAESUDRAFT_762305,LAESUDRAFT_762305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830102,LAESUDRAFT_762307,LAESUDRAFT_762307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830103,LAESUDRAFT_762317,LAESUDRAFT_762317,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830104,LAESUDRAFT_762318,LAESUDRAFT_762318,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830105,LAESUDRAFT_762324,LAESUDRAFT_762324,-,-,Unknown,-,cytochrome c oxidase subunit VIb,protein-coding,-,-,-,cytochrome c oxidase subunit VIb,20210421,-
1314785,63830106,LAESUDRAFT_762333,LAESUDRAFT_762333,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830107,LAESUDRAFT_762336,LAESUDRAFT_762336,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830108,LAESUDRAFT_762337,LAESUDRAFT_762337,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830109,LAESUDRAFT_762340,LAESUDRAFT_762340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830110,LAESUDRAFT_762341,LAESUDRAFT_762341,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830111,LAESUDRAFT_762342,LAESUDRAFT_762342,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830112,LAESUDRAFT_762353,LAESUDRAFT_762353,-,-,Unknown,-,ALDH-like protein,protein-coding,-,-,-,ALDH-like protein,20210421,-
1314785,63830113,LAESUDRAFT_762360,LAESUDRAFT_762360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830114,LAESUDRAFT_762362,LAESUDRAFT_762362,-,-,Unknown,-,FKBP-like protein,protein-coding,-,-,-,FKBP-like protein,20210421,-
1314785,63830115,LAESUDRAFT_762364,LAESUDRAFT_762364,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830116,LAESUDRAFT_762365,LAESUDRAFT_762365,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830117,LAESUDRAFT_762370,LAESUDRAFT_762370,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830118,LAESUDRAFT_762371,LAESUDRAFT_762371,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830119,LAESUDRAFT_762372,LAESUDRAFT_762372,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830120,LAESUDRAFT_762373,LAESUDRAFT_762373,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830121,LAESUDRAFT_762374,LAESUDRAFT_762374,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830122,LAESUDRAFT_762377,LAESUDRAFT_762377,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830123,LAESUDRAFT_762381,LAESUDRAFT_762381,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830124,LAESUDRAFT_762384,LAESUDRAFT_762384,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830125,LAESUDRAFT_762385,LAESUDRAFT_762385,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830126,LAESUDRAFT_762387,LAESUDRAFT_762387,-,-,Unknown,-,ALDH-like protein,protein-coding,-,-,-,ALDH-like protein,20210421,-
1314785,63830127,LAESUDRAFT_762388,LAESUDRAFT_762388,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830128,LAESUDRAFT_762389,LAESUDRAFT_762389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830129,LAESUDRAFT_76239,LAESUDRAFT_76239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830130,LAESUDRAFT_762390,LAESUDRAFT_762390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830131,LAESUDRAFT_762394,LAESUDRAFT_762394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830132,LAESUDRAFT_762405,LAESUDRAFT_762405,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830133,LAESUDRAFT_762408,LAESUDRAFT_762408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830134,LAESUDRAFT_762413,LAESUDRAFT_762413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830135,LAESUDRAFT_762414,LAESUDRAFT_762414,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830136,LAESUDRAFT_762419,LAESUDRAFT_762419,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830137,LAESUDRAFT_762421,LAESUDRAFT_762421,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63830138,LAESUDRAFT_762422,LAESUDRAFT_762422,-,-,Unknown,-,FMN-linked oxidoreductase,protein-coding,-,-,-,FMN-linked oxidoreductase,20210421,-
1314785,63830139,LAESUDRAFT_762423,LAESUDRAFT_762423,-,-,Unknown,-,NADH:flavin oxidoreductase/NADH oxidase,protein-coding,-,-,-,NADH:flavin oxidoreductase/NADH oxidase,20210421,-
1314785,63830140,LAESUDRAFT_762442,LAESUDRAFT_762442,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830141,LAESUDRAFT_762475,LAESUDRAFT_762475,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830142,LAESUDRAFT_762486,LAESUDRAFT_762486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830143,LAESUDRAFT_762487,LAESUDRAFT_762487,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830144,LAESUDRAFT_762489,LAESUDRAFT_762489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830145,LAESUDRAFT_762494,LAESUDRAFT_762494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830146,LAESUDRAFT_762503,LAESUDRAFT_762503,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830147,LAESUDRAFT_762511,LAESUDRAFT_762511,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830148,LAESUDRAFT_762525,LAESUDRAFT_762525,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830149,LAESUDRAFT_76253,LAESUDRAFT_76253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830150,LAESUDRAFT_762531,LAESUDRAFT_762531,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830151,LAESUDRAFT_762553,LAESUDRAFT_762553,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830152,LAESUDRAFT_762560,LAESUDRAFT_762560,-,-,Unknown,-,glycoside hydrolase family 115 protein,protein-coding,-,-,-,glycoside hydrolase family 115 protein,20210421,-
1314785,63830153,LAESUDRAFT_76259,LAESUDRAFT_76259,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830154,LAESUDRAFT_762594,LAESUDRAFT_762594,-,-,Unknown,-,Rho GTPase activation protein,protein-coding,-,-,-,Rho GTPase activation protein,20210421,-
1314785,63830155,LAESUDRAFT_762601,LAESUDRAFT_762601,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830156,LAESUDRAFT_762613,LAESUDRAFT_762613,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830157,LAESUDRAFT_762637,LAESUDRAFT_762637,-,-,Unknown,-,putative 3-ketoacyl-CoA thiolase B,protein-coding,-,-,-,putative 3-ketoacyl-CoA thiolase B,20210421,-
1314785,63830158,LAESUDRAFT_762643,LAESUDRAFT_762643,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830159,LAESUDRAFT_762644,LAESUDRAFT_762644,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830160,LAESUDRAFT_762645,LAESUDRAFT_762645,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830161,LAESUDRAFT_762646,LAESUDRAFT_762646,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830162,LAESUDRAFT_762647,LAESUDRAFT_762647,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830163,LAESUDRAFT_762648,LAESUDRAFT_762648,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830164,LAESUDRAFT_762660,LAESUDRAFT_762660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830165,LAESUDRAFT_762662,LAESUDRAFT_762662,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830166,LAESUDRAFT_762663,LAESUDRAFT_762663,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830167,LAESUDRAFT_762664,LAESUDRAFT_762664,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830168,LAESUDRAFT_762682,LAESUDRAFT_762682,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830169,LAESUDRAFT_762696,LAESUDRAFT_762696,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830170,LAESUDRAFT_762703,LAESUDRAFT_762703,-,-,Unknown,-,Cerato-platanin,protein-coding,-,-,-,Cerato-platanin,20210421,-
1314785,63830171,LAESUDRAFT_762706,LAESUDRAFT_762706,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830172,LAESUDRAFT_762714,LAESUDRAFT_762714,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830173,LAESUDRAFT_762715,LAESUDRAFT_762715,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830174,LAESUDRAFT_762719,LAESUDRAFT_762719,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830175,LAESUDRAFT_762723,LAESUDRAFT_762723,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830176,LAESUDRAFT_762724,LAESUDRAFT_762724,-,-,Unknown,-,zf-C3HC-domain-containing protein,protein-coding,-,-,-,zf-C3HC-domain-containing protein,20210421,-
1314785,63830177,LAESUDRAFT_762728,LAESUDRAFT_762728,-,-,Unknown,-,NAD-P-binding protein,protein-coding,-,-,-,NAD-P-binding protein,20210421,-
1314785,63830178,LAESUDRAFT_762743,LAESUDRAFT_762743,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830179,LAESUDRAFT_762750,LAESUDRAFT_762750,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20210421,-
1314785,63830180,LAESUDRAFT_762759,LAESUDRAFT_762759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830181,LAESUDRAFT_762770,LAESUDRAFT_762770,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210421,-
1314785,63830182,LAESUDRAFT_762771,LAESUDRAFT_762771,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830183,LAESUDRAFT_762793,LAESUDRAFT_762793,-,-,Unknown,-,mitochondrial intermediate peptidase,protein-coding,-,-,-,mitochondrial intermediate peptidase,20210421,-
1314785,63830184,LAESUDRAFT_762805,LAESUDRAFT_762805,-,-,Unknown,-,ABC1-domain-containing protein,protein-coding,-,-,-,ABC1-domain-containing protein,20210421,-
1314785,63830185,LAESUDRAFT_762810,LAESUDRAFT_762810,-,-,Unknown,-,"DNA-directed RNA polymerase II, subunit 2",protein-coding,-,-,-,"DNA-directed RNA polymerase II, subunit 2",20210421,-
1314785,63830186,LAESUDRAFT_762855,LAESUDRAFT_762855,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830187,LAESUDRAFT_762863,LAESUDRAFT_762863,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830188,LAESUDRAFT_762866,LAESUDRAFT_762866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830189,LAESUDRAFT_762871,LAESUDRAFT_762871,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830190,LAESUDRAFT_762872,LAESUDRAFT_762872,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830191,LAESUDRAFT_762889,LAESUDRAFT_762889,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830192,LAESUDRAFT_762894,LAESUDRAFT_762894,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830193,LAESUDRAFT_762895,LAESUDRAFT_762895,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830194,LAESUDRAFT_762899,LAESUDRAFT_762899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830195,LAESUDRAFT_762900,LAESUDRAFT_762900,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830196,LAESUDRAFT_762905,LAESUDRAFT_762905,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830197,LAESUDRAFT_762909,LAESUDRAFT_762909,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830198,LAESUDRAFT_762921,LAESUDRAFT_762921,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830199,LAESUDRAFT_762923,LAESUDRAFT_762923,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830200,LAESUDRAFT_762926,LAESUDRAFT_762926,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63830201,LAESUDRAFT_762931,LAESUDRAFT_762931,-,-,Unknown,-,ribonuclease H-like protein,protein-coding,-,-,-,ribonuclease H-like protein,20210421,-
1314785,63830202,LAESUDRAFT_762941,LAESUDRAFT_762941,-,-,Unknown,-,FabD/lysophospholipase-like protein,protein-coding,-,-,-,FabD/lysophospholipase-like protein,20210421,-
1314785,63830203,LAESUDRAFT_762954,LAESUDRAFT_762954,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830204,LAESUDRAFT_762962,LAESUDRAFT_762962,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830205,LAESUDRAFT_762970,LAESUDRAFT_762970,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830206,LAESUDRAFT_762972,LAESUDRAFT_762972,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830207,LAESUDRAFT_762976,LAESUDRAFT_762976,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830208,LAESUDRAFT_762979,LAESUDRAFT_762979,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830209,LAESUDRAFT_762982,LAESUDRAFT_762982,-,-,Unknown,-,terpenoid synthase,protein-coding,-,-,-,terpenoid synthase,20210421,-
1314785,63830210,LAESUDRAFT_762983,LAESUDRAFT_762983,-,-,Unknown,-,acid protease,protein-coding,-,-,-,acid protease,20210421,-
1314785,63830211,LAESUDRAFT_763003,LAESUDRAFT_763003,-,-,Unknown,-,NAD-binding protein,protein-coding,-,-,-,NAD-binding protein,20210421,-
1314785,63830212,LAESUDRAFT_763017,LAESUDRAFT_763017,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830213,LAESUDRAFT_763021,LAESUDRAFT_763021,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830214,LAESUDRAFT_763027,LAESUDRAFT_763027,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830215,LAESUDRAFT_763032,LAESUDRAFT_763032,-,-,Unknown,-,acyl-CoA-binding protein,protein-coding,-,-,-,acyl-CoA-binding protein,20210421,-
1314785,63830216,LAESUDRAFT_763042,LAESUDRAFT_763042,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210421,-
1314785,63830217,LAESUDRAFT_763044,LAESUDRAFT_763044,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830218,LAESUDRAFT_763045,LAESUDRAFT_763045,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830219,LAESUDRAFT_763047,LAESUDRAFT_763047,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830220,LAESUDRAFT_763049,LAESUDRAFT_763049,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830221,LAESUDRAFT_763050,LAESUDRAFT_763050,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830222,LAESUDRAFT_763057,LAESUDRAFT_763057,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830223,LAESUDRAFT_763060,LAESUDRAFT_763060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830224,LAESUDRAFT_763063,LAESUDRAFT_763063,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830225,LAESUDRAFT_763064,LAESUDRAFT_763064,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830226,LAESUDRAFT_763073,LAESUDRAFT_763073,-,-,Unknown,-,glycoside hydrolase family 92 protein,protein-coding,-,-,-,glycoside hydrolase family 92 protein,20210421,-
1314785,63830227,LAESUDRAFT_763078,LAESUDRAFT_763078,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830228,LAESUDRAFT_763082,LAESUDRAFT_763082,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830229,LAESUDRAFT_763087,LAESUDRAFT_763087,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830230,LAESUDRAFT_763088,LAESUDRAFT_763088,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830231,LAESUDRAFT_763097,LAESUDRAFT_763097,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830232,LAESUDRAFT_763098,LAESUDRAFT_763098,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830233,LAESUDRAFT_763112,LAESUDRAFT_763112,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830234,LAESUDRAFT_763113,LAESUDRAFT_763113,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830235,LAESUDRAFT_763121,LAESUDRAFT_763121,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830236,LAESUDRAFT_763122,LAESUDRAFT_763122,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830237,LAESUDRAFT_763126,LAESUDRAFT_763126,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830238,LAESUDRAFT_763129,LAESUDRAFT_763129,-,-,Unknown,-,t-complex protein 1,protein-coding,-,-,-,t-complex protein 1,20210421,-
1314785,63830239,LAESUDRAFT_763145,LAESUDRAFT_763145,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830240,LAESUDRAFT_763150,LAESUDRAFT_763150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830241,LAESUDRAFT_763152,LAESUDRAFT_763152,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830242,LAESUDRAFT_763163,LAESUDRAFT_763163,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830243,LAESUDRAFT_763181,LAESUDRAFT_763181,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830244,LAESUDRAFT_763182,LAESUDRAFT_763182,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830245,LAESUDRAFT_763185,LAESUDRAFT_763185,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830246,LAESUDRAFT_763193,LAESUDRAFT_763193,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63830247,LAESUDRAFT_763195,LAESUDRAFT_763195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830248,LAESUDRAFT_763197,LAESUDRAFT_763197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830249,LAESUDRAFT_763199,LAESUDRAFT_763199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830250,LAESUDRAFT_763202,LAESUDRAFT_763202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830251,LAESUDRAFT_763205,LAESUDRAFT_763205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830252,LAESUDRAFT_763210,LAESUDRAFT_763210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830253,LAESUDRAFT_763211,LAESUDRAFT_763211,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830254,LAESUDRAFT_763212,LAESUDRAFT_763212,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210421,-
1314785,63830255,LAESUDRAFT_763219,LAESUDRAFT_763219,-,-,Unknown,-,transcription elongation factor,protein-coding,-,-,-,transcription elongation factor,20210421,-
1314785,63830256,LAESUDRAFT_763224,LAESUDRAFT_763224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830257,LAESUDRAFT_763296,LAESUDRAFT_763296,-,-,Unknown,-,cyclopropane-fatty-acyl-phospholipid synthase,protein-coding,-,-,-,cyclopropane-fatty-acyl-phospholipid synthase,20210421,-
1314785,63830258,LAESUDRAFT_763311,LAESUDRAFT_763311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63830259,LAESUDRAFT_763318,LAESUDRAFT_763318,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
