#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
10228,4126647,ATP6,-,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20200911,-
10228,6757970,TRIADDRAFT_60719,TRIADDRAFT_60719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757971,TRIADDRAFT_31311,TRIADDRAFT_31311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757972,TRIADDRAFT_60721,TRIADDRAFT_60721,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757973,TRIADDRAFT_31398,TRIADDRAFT_31398,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757974,TRIADDRAFT_60726,TRIADDRAFT_60726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757975,TRIADDRAFT_60727,TRIADDRAFT_60727,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757976,TRIADDRAFT_31298,TRIADDRAFT_31298,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757977,TRIADDRAFT_60730,TRIADDRAFT_60730,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757978,TRIADDRAFT_60736,TRIADDRAFT_60736,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757979,TRIADDRAFT_60738,TRIADDRAFT_60738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757980,TRIADDRAFT_31240,TRIADDRAFT_31240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757981,TRIADDRAFT_64296,TRIADDRAFT_64296,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6757982,TRIADDRAFT_31297,TRIADDRAFT_31297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757983,TRIADDRAFT_50927,TRIADDRAFT_50927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757984,TRIADDRAFT_60745,TRIADDRAFT_60745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757985,TRIADDRAFT_60747,TRIADDRAFT_60747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757986,TRIADDRAFT_60748,TRIADDRAFT_60748,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757987,TRIADDRAFT_50928,TRIADDRAFT_50928,-,-,Unknown,-,ANTP homeobox protein,protein-coding,-,-,-,ANTP homeobox protein,20200911,-
10228,6757988,TRIADDRAFT_60751,TRIADDRAFT_60751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757989,TRIADDRAFT_60752,TRIADDRAFT_60752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757990,TRIADDRAFT_31259,TRIADDRAFT_31259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757991,TRIADDRAFT_50931,TRIADDRAFT_50931,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757992,TRIADDRAFT_31410,TRIADDRAFT_31410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757993,TRIADDRAFT_31282,TRIADDRAFT_31282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757994,TRIADDRAFT_60763,TRIADDRAFT_60763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757995,TRIADDRAFT_60765,TRIADDRAFT_60765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757996,TRIADDRAFT_60766,TRIADDRAFT_60766,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757997,TRIADDRAFT_60767,TRIADDRAFT_60767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757998,TRIADDRAFT_31352,TRIADDRAFT_31352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6757999,TRIADDRAFT_60773,TRIADDRAFT_60773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758000,TRIADDRAFT_31281,TRIADDRAFT_31281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758001,TRIADDRAFT_60779,TRIADDRAFT_60779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758002,TRIADDRAFT_60782,TRIADDRAFT_60782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758003,TRIADDRAFT_36582,TRIADDRAFT_36582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758004,TRIADDRAFT_60786,TRIADDRAFT_60786,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758005,TRIADDRAFT_31423,TRIADDRAFT_31423,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758006,TRIADDRAFT_60791,TRIADDRAFT_60791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758007,TRIADDRAFT_60792,TRIADDRAFT_60792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758008,TRIADDRAFT_60793,TRIADDRAFT_60793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758009,TRIADDRAFT_60795,TRIADDRAFT_60795,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758010,TRIADDRAFT_60798,TRIADDRAFT_60798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758011,TRIADDRAFT_60799,TRIADDRAFT_60799,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758012,TRIADDRAFT_60801,TRIADDRAFT_60801,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758013,TRIADDRAFT_60803,TRIADDRAFT_60803,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758014,TRIADDRAFT_60805,TRIADDRAFT_60805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758015,TRIADDRAFT_60807,TRIADDRAFT_60807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758016,TRIADDRAFT_8204,TRIADDRAFT_8204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758017,TRIADDRAFT_60655,TRIADDRAFT_60655,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758018,TRIADDRAFT_60816,TRIADDRAFT_60816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758019,TRIADDRAFT_60818,TRIADDRAFT_60818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758020,TRIADDRAFT_60814,TRIADDRAFT_60814,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758021,TRIADDRAFT_60819,TRIADDRAFT_60819,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758022,TRIADDRAFT_31504,TRIADDRAFT_31504,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758023,TRIADDRAFT_31642,TRIADDRAFT_31642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758024,TRIADDRAFT_36591,TRIADDRAFT_36591,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758025,TRIADDRAFT_60833,TRIADDRAFT_60833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758026,TRIADDRAFT_60835,TRIADDRAFT_60835,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758027,TRIADDRAFT_60838,TRIADDRAFT_60838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758028,TRIADDRAFT_60840,TRIADDRAFT_60840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758029,TRIADDRAFT_50945,TRIADDRAFT_50945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758030,TRIADDRAFT_60842,TRIADDRAFT_60842,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758031,TRIADDRAFT_60846,TRIADDRAFT_60846,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758032,TRIADDRAFT_50946,TRIADDRAFT_50946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758033,TRIADDRAFT_15639,TRIADDRAFT_15639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758034,TRIADDRAFT_31533,TRIADDRAFT_31533,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758035,TRIADDRAFT_60854,TRIADDRAFT_60854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758036,TRIADDRAFT_60855,TRIADDRAFT_60855,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758037,TRIADDRAFT_60856,TRIADDRAFT_60856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758038,TRIADDRAFT_60859,TRIADDRAFT_60859,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758039,TRIADDRAFT_31621,TRIADDRAFT_31621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758040,TRIADDRAFT_60865,TRIADDRAFT_60865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758041,TRIADDRAFT_60866,TRIADDRAFT_60866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758042,TRIADDRAFT_60867,TRIADDRAFT_60867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758043,TRIADDRAFT_60868,TRIADDRAFT_60868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758044,TRIADDRAFT_50950,TRIADDRAFT_50950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758045,TRIADDRAFT_38332,TRIADDRAFT_38332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758046,TRIADDRAFT_31455,TRIADDRAFT_31455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758047,TRIADDRAFT_60873,TRIADDRAFT_60873,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758048,TRIADDRAFT_60875,TRIADDRAFT_60875,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758049,TRIADDRAFT_60876,TRIADDRAFT_60876,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758050,TRIADDRAFT_38333,TRIADDRAFT_38333,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758051,TRIADDRAFT_31511,TRIADDRAFT_31511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758052,TRIADDRAFT_60881,TRIADDRAFT_60881,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758053,TRIADDRAFT_60882,TRIADDRAFT_60882,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758054,TRIADDRAFT_31624,TRIADDRAFT_31624,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758055,TRIADDRAFT_60887,TRIADDRAFT_60887,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758056,TRIADDRAFT_60893,TRIADDRAFT_60893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758057,TRIADDRAFT_31577,TRIADDRAFT_31577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758058,TRIADDRAFT_60900,TRIADDRAFT_60900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758059,TRIADDRAFT_31473,TRIADDRAFT_31473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758060,TRIADDRAFT_60902,TRIADDRAFT_60902,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758061,TRIADDRAFT_31500,TRIADDRAFT_31500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758062,TRIADDRAFT_60904,TRIADDRAFT_60904,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758063,TRIADDRAFT_60905,TRIADDRAFT_60905,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758064,TRIADDRAFT_60906,TRIADDRAFT_60906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758065,TRIADDRAFT_31502,TRIADDRAFT_31502,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758066,TRIADDRAFT_60909,TRIADDRAFT_60909,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758067,TRIADDRAFT_60910,TRIADDRAFT_60910,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758068,TRIADDRAFT_31530,TRIADDRAFT_31530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758069,TRIADDRAFT_60914,TRIADDRAFT_60914,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758070,TRIADDRAFT_63143,TRIADDRAFT_63143,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758071,TRIADDRAFT_60918,TRIADDRAFT_60918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758072,TRIADDRAFT_4552,TRIADDRAFT_4552,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758073,TRIADDRAFT_60813,TRIADDRAFT_60813,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758074,TRIADDRAFT_31476,TRIADDRAFT_31476,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758075,TRIADDRAFT_60817,TRIADDRAFT_60817,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758076,TRIADDRAFT_17498,TRIADDRAFT_17498,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758077,TRIADDRAFT_60824,TRIADDRAFT_60824,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758078,TRIADDRAFT_31498,TRIADDRAFT_31498,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758079,TRIADDRAFT_60827,TRIADDRAFT_60827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758080,TRIADDRAFT_31648,TRIADDRAFT_31648,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758081,TRIADDRAFT_31584,TRIADDRAFT_31584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758082,TRIADDRAFT_60832,TRIADDRAFT_60832,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758083,TRIADDRAFT_60834,TRIADDRAFT_60834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758084,TRIADDRAFT_60836,TRIADDRAFT_60836,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758085,TRIADDRAFT_60837,TRIADDRAFT_60837,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758086,TRIADDRAFT_60839,TRIADDRAFT_60839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758087,TRIADDRAFT_31599,TRIADDRAFT_31599,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758088,TRIADDRAFT_31655,TRIADDRAFT_31655,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758089,TRIADDRAFT_60851,TRIADDRAFT_60851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758090,TRIADDRAFT_60852,TRIADDRAFT_60852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758091,TRIADDRAFT_60857,TRIADDRAFT_60857,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758092,TRIADDRAFT_31615,TRIADDRAFT_31615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758093,TRIADDRAFT_60860,TRIADDRAFT_60860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758094,TRIADDRAFT_31561,TRIADDRAFT_31561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758095,TRIADDRAFT_60863,TRIADDRAFT_60863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758096,TRIADDRAFT_3750,TRIADDRAFT_3750,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758097,TRIADDRAFT_64302,TRIADDRAFT_64302,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758098,TRIADDRAFT_60874,TRIADDRAFT_60874,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758099,TRIADDRAFT_31523,TRIADDRAFT_31523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758100,TRIADDRAFT_60879,TRIADDRAFT_60879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758101,TRIADDRAFT_60883,TRIADDRAFT_60883,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758102,TRIADDRAFT_60884,TRIADDRAFT_60884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758103,TRIADDRAFT_31481,TRIADDRAFT_31481,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758104,TRIADDRAFT_60889,TRIADDRAFT_60889,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758105,TRIADDRAFT_4948,TRIADDRAFT_4948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758106,TRIADDRAFT_60891,TRIADDRAFT_60891,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758107,TRIADDRAFT_60892,TRIADDRAFT_60892,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758108,TRIADDRAFT_60896,TRIADDRAFT_60896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758109,TRIADDRAFT_60897,TRIADDRAFT_60897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758110,TRIADDRAFT_60898,TRIADDRAFT_60898,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758111,TRIADDRAFT_60899,TRIADDRAFT_60899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758112,TRIADDRAFT_31603,TRIADDRAFT_31603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758113,TRIADDRAFT_60908,TRIADDRAFT_60908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758114,TRIADDRAFT_31628,TRIADDRAFT_31628,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758115,TRIADDRAFT_31591,TRIADDRAFT_31591,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758116,TRIADDRAFT_9323,TRIADDRAFT_9323,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758117,TRIADDRAFT_60920,TRIADDRAFT_60920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758118,TRIADDRAFT_60921,TRIADDRAFT_60921,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758119,TRIADDRAFT_60922,TRIADDRAFT_60922,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758120,TRIADDRAFT_60924,TRIADDRAFT_60924,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758121,TRIADDRAFT_9202,TRIADDRAFT_9202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758122,TRIADDRAFT_60926,TRIADDRAFT_60926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758123,TRIADDRAFT_9319,TRIADDRAFT_9319,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758124,TRIADDRAFT_60811,TRIADDRAFT_60811,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758125,TRIADDRAFT_31791,TRIADDRAFT_31791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758126,TRIADDRAFT_31690,TRIADDRAFT_31690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758127,TRIADDRAFT_60932,TRIADDRAFT_60932,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758128,TRIADDRAFT_60933,TRIADDRAFT_60933,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758129,TRIADDRAFT_60938,TRIADDRAFT_60938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758130,TRIADDRAFT_31835,TRIADDRAFT_31835,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758131,TRIADDRAFT_31783,TRIADDRAFT_31783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758132,TRIADDRAFT_60944,TRIADDRAFT_60944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758133,TRIADDRAFT_60947,TRIADDRAFT_60947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758134,TRIADDRAFT_60948,TRIADDRAFT_60948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758135,TRIADDRAFT_60950,TRIADDRAFT_60950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758136,TRIADDRAFT_38343,TRIADDRAFT_38343,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6758137,TRIADDRAFT_4685,TRIADDRAFT_4685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758138,TRIADDRAFT_17961,TRIADDRAFT_17961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758139,TRIADDRAFT_60961,TRIADDRAFT_60961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758140,TRIADDRAFT_60962,TRIADDRAFT_60962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758141,TRIADDRAFT_31674,TRIADDRAFT_31674,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758142,TRIADDRAFT_31746,TRIADDRAFT_31746,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758143,TRIADDRAFT_31759,TRIADDRAFT_31759,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758144,TRIADDRAFT_60969,TRIADDRAFT_60969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6758145,TRIADDRAFT_60970,TRIADDRAFT_60970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
