#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
273057,1452661,SSO_RS12725,SSO_RS12725,SSO2622,-,-,-,hotdog fold thioesterase,protein-coding,-,-,-,hotdog fold thioesterase,20210424,-
273057,1455560,SSO_RS02115,SSO_RS02115,SSO0426,-,-,-,TrmB family transcriptional regulator,protein-coding,-,-,-,TrmB family transcriptional regulator,20210417,-
273057,1455561,SSO_RS02120,SSO_RS02120,SSO5826,-,-,-,type II toxin-antitoxin system ParD family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system ParD family antitoxin,20210417,-
273057,1455562,SSO_RS02125,SSO_RS02125,SSO0427,-,-,-,tRNA (adenine-N1)-methyltransferase,protein-coding,-,-,-,tRNA (adenine-N1)-methyltransferase,20210417,-
273057,1455563,SSO_RS02130,SSO_RS02130,SSO0428,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1455564,SSO_RS02135,SSO_RS02135,SSO0429,-,-,-,V-type ATPase subunit,protein-coding,-,-,-,V-type ATPase subunit,20210308,-
273057,1455565,SSO_RS02145,SSO_RS02145,SSO0430,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210417,-
273057,1455566,SSO_RS02150,SSO_RS02150,SSO0432,-,-,-,XTP/dITP diphosphatase,protein-coding,-,-,-,XTP/dITP diphosphatase,20210417,-
273057,1455567,SSO_RS02155,SSO_RS02155,SSO0433,-,-,-,Kae1-associated kinase Bud32,protein-coding,-,-,-,Kae1-associated kinase Bud32,20210417,-
273057,1455568,tsaD,SSO_RS02160,SSO0434,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1455569,SSO_RS02165,SSO_RS02165,SSO5844,-,-,-,30S ribosomal protein S27ae,protein-coding,-,-,-,30S ribosomal protein S27ae,20210417,-
273057,1455570,SSO_RS02170,SSO_RS02170,SSO0435,-,-,-,30S ribosomal protein S24e,protein-coding,-,-,-,30S ribosomal protein S24e,20210308,-
273057,1455571,SSO_RS02175,SSO_RS02175,SSO0436,-,-,-,thiazole biosynthesis protein,protein-coding,-,-,-,thiazole biosynthesis protein,20210417,-
273057,1455572,SSO_RS02180,SSO_RS02180,SSO0437,-,-,-,UbiX family flavin prenyltransferase,protein-coding,-,-,-,UbiX family flavin prenyltransferase,20210417,-
273057,1455573,SSO_RS02185,SSO_RS02185,SSO0438,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455574,endA,SSO_RS02190,SSO0439,-,-,-,tRNA-intron lyase,protein-coding,-,-,-,tRNA-intron lyase,20210417,-
273057,1455575,SSO_RS02195,SSO_RS02195,SSO0440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455576,SSO_RS02200,SSO_RS02200,SSO0441,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455577,SSO_RS02205,SSO_RS02205,SSO0442,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455578,SSO_RS02210,SSO_RS02210,SSO0444,-,-,-,glycine--tRNA ligase,protein-coding,-,-,-,glycine--tRNA ligase,20210417,-
273057,1455579,speB,SSO_RS02215,SSO0445,-,-,-,agmatinase,protein-coding,-,-,-,agmatinase,20210308,-
273057,1455582,SSO_RS02225,SSO_RS02225,SSO0446,-,-,-,transcription initiation factor IIB,protein-coding,-,-,-,transcription initiation factor IIB,20210417,-
273057,1455583,SSO_RS02240,SSO_RS02240,SSO0447,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210417,-
273057,1455584,SSO_RS02245,SSO_RS02245,SSO0448,-,-,-,histidinol-phosphate aminotransferase family protein,protein-coding,-,-,-,histidinol-phosphate aminotransferase family protein,20210417,-
273057,1455585,SSO_RS02250,SSO_RS02250,SSO0449,-,-,-,GtrA family protein,protein-coding,-,-,-,GtrA family protein,20210308,-
273057,1455586,SSO_RS02255,SSO_RS02255,SSO0450,-,-,-,alanyl-tRNA editing protein,protein-coding,-,-,-,alanyl-tRNA editing protein,20210417,-
273057,1455587,SSO_RS02265,SSO_RS02265,SSO0451,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455588,SSO_RS02270,SSO_RS02270,SSO0452,-,-,-,tryptophan--tRNA ligase,protein-coding,-,-,-,tryptophan--tRNA ligase,20210417,-
273057,1455589,SSO_RS02275,SSO_RS02275,SSO0454,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210417,-
273057,1455590,SSO_RS02280,SSO_RS02280,SSO0453,-,-,-,DUF72 domain-containing protein,protein-coding,-,-,-,DUF72 domain-containing protein,20210308,-
273057,1455591,SSO_RS02285,SSO_RS02285,SSO0455,-,-,-,LysE family translocator,protein-coding,-,-,-,LysE family translocator,20210308,-
273057,1455592,SSO_RS02290,SSO_RS02290,SSO0456,-,-,-,5-formyltetrahydrofolate cyclo-ligase,protein-coding,-,-,-,5-formyltetrahydrofolate cyclo-ligase,20210308,-
273057,1455593,SSO_RS02295,SSO_RS02295,SSO0458,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20210417,-
273057,1455594,SSO_RS02305,SSO_RS02305,SSO0460,-,-,-,Mrp/NBP35 family ATP-binding protein,protein-coding,-,-,-,Mrp/NBP35 family ATP-binding protein,20210417,-
273057,1455595,SSO_RS02310,SSO_RS02310,SSO0461,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210308,-
273057,1455596,SSO_RS02315,SSO_RS02315,SSO0463,-,-,-,rhomboid family intramembrane serine protease,protein-coding,-,-,-,rhomboid family intramembrane serine protease,20210308,-
273057,1455597,SSO_RS02320,SSO_RS02320,SSO0464,-,-,-,site-2 protease family protein,protein-coding,-,-,-,site-2 protease family protein,20210308,-
273057,1455598,SSO_RS02325,SSO_RS02325,SSO0465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455599,SSO_RS02330,SSO_RS02330,SSO0466,-,-,-,MMPL family transporter,protein-coding,-,-,-,MMPL family transporter,20210417,-
273057,1455600,SSO_RS02335,SSO_RS02335,SSO0468,-,-,-,transcriptional regulator,protein-coding,-,-,-,transcriptional regulator,20210310,-
273057,1455601,SSO_RS02340,SSO_RS02340,SSO0467,-,-,-,DNA double-strand break repair nuclease NurA,protein-coding,-,-,-,DNA double-strand break repair nuclease NurA,20210308,-
273057,1455602,SSO_RS02345,SSO_RS02345,SSO0469,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210308,-
273057,1455603,SSO_RS02355,SSO_RS02355,SSO0470,-,-,-,translation elongation factor,protein-coding,-,-,-,translation elongation factor,20210308,-
273057,1455604,SSO_RS02360,SSO_RS02360,SSO5909,-,-,-,DUF131 domain-containing protein,protein-coding,-,-,-,DUF131 domain-containing protein,20210308,-
273057,1455605,SSO_RS02365,SSO_RS02365,SSO0472,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20210308,-
273057,1455606,SSO_RS02370,SSO_RS02370,SSO0473,-,-,-,DEAD/DEAH box helicase family protein,protein-coding,-,-,-,DEAD/DEAH box helicase family protein,20210308,-
273057,1455607,SSO_RS02375,SSO_RS02375,SSO0475,-,-,-,DUF790 family protein,protein-coding,-,-,-,DUF790 family protein,20210308,-
273057,1455608,SSO_RS02380,SSO_RS02380,SSO0477,-,-,-,B12-binding domain-containing radical SAM protein,protein-coding,-,-,-,B12-binding domain-containing radical SAM protein,20210308,-
273057,1455609,SSO_RS02385,SSO_RS02385,SSO0478,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455610,SSO_RS02390,SSO_RS02390,SSO0479,-,-,-,class I SAM-dependent methyltransferase,protein-coding,-,-,-,class I SAM-dependent methyltransferase,20210308,-
273057,1455611,SSO_RS02395,SSO_RS02395,SSO0480,-,-,-,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3,protein-coding,-,-,-,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3,20210308,-
273057,1455612,SSO_RS02400,SSO_RS02400,SSO0481,-,-,-,HAD family phosphatase,protein-coding,-,-,-,HAD family phosphatase,20210308,-
273057,1455613,SSO_RS02405,SSO_RS02405,SSO0482,-,-,-,twin-arginine translocase TatA/TatE family subunit,protein-coding,-,-,-,twin-arginine translocase TatA/TatE family subunit,20210327,-
273057,1455614,SSO_RS02410,SSO_RS02410,SSO0483,-,-,-,twin-arginine translocase TatA/TatE family subunit,protein-coding,-,-,-,twin-arginine translocase TatA/TatE family subunit,20210308,-
273057,1455615,tatC,SSO_RS02415,SSO0484,-,-,-,twin-arginine translocase subunit TatC,protein-coding,-,-,-,twin-arginine translocase subunit TatC,20210308,-
273057,1455616,SSO_RS02420,SSO_RS02420,SSO0485,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210308,-
273057,1455617,SSO_RS02425,SSO_RS02425,SSO0486,-,-,-,iron ABC transporter permease,protein-coding,-,-,-,iron ABC transporter permease,20210308,-
273057,1455618,SSO_RS02430,SSO_RS02430,SSO0487,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210308,-
273057,1455619,SSO_RS02435,SSO_RS02435,SSO0488,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210308,-
273057,1455620,pstS,SSO_RS02440,SSO0489,-,-,-,phosphate ABC transporter substrate-binding protein PstS,protein-coding,-,-,-,phosphate ABC transporter substrate-binding protein PstS,20210308,-
273057,1455621,pstC,SSO_RS02445,SSO0490,-,-,-,phosphate ABC transporter permease subunit PstC,protein-coding,-,-,-,phosphate ABC transporter permease subunit PstC,20210417,-
273057,1455622,SSO_RS02450,SSO_RS02450,SSO0491,-,-,-,phosphate ABC transporter permease PstA,protein-coding,-,-,-,phosphate ABC transporter permease PstA,20210417,-
273057,1455623,SSO_RS02455,SSO_RS02455,SSO0493,-,-,-,pyridoxal-phosphate dependent enzyme,protein-coding,-,-,-,pyridoxal-phosphate dependent enzyme,20210406,-
273057,1455624,SSO_RS02460,SSO_RS02460,SSO0494,-,-,-,DUF72 domain-containing protein,protein-coding,-,-,-,DUF72 domain-containing protein,20210308,-
273057,1455625,SSO_RS02465,SSO_RS02465,SSO0495,-,-,-,pyrroline-5-carboxylate reductase,protein-coding,-,-,-,pyrroline-5-carboxylate reductase,20210308,-
273057,1455626,SSO_RS02470,SSO_RS02470,SSO0496,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455627,SSO_RS02475,SSO_RS02475,SSO0497,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455628,SSO_RS02480,SSO_RS02480,SSO0499,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455629,SSO_RS02490,SSO_RS02490,SSO0500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455630,SSO_RS02495,SSO_RS02495,SSO0501,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1455631,priX,SSO_RS02500,SSO0502,-,-,-,DNA primase noncatalytic subunit PriX,protein-coding,-,-,-,DNA primase noncatalytic subunit PriX,20210417,-
273057,1455632,SSO_RS02510,SSO_RS02510,SSO0503,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455633,leuS,SSO_RS02515,SSO0504,-,-,-,leucine--tRNA ligase,protein-coding,-,-,-,leucine--tRNA ligase,20210417,-
273057,1455634,SSO_RS02520,SSO_RS02520,SSO0505,-,-,-,nucleoside hydrolase,protein-coding,-,-,-,nucleoside hydrolase,20210417,-
273057,1455636,SSO_RS02530,SSO_RS02530,SSO0506,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455637,SSO_RS02535,SSO_RS02535,SSO0507,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1455643,SSO_RS02565,SSO_RS02565,SSO0514,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1455644,SSO_RS02570,SSO_RS02570,SSO0515,-,-,-,ISH3-like element ISC1359 family transposase,protein-coding,-,-,-,ISH3-like element ISC1359 family transposase,20210308,-
273057,2831255,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Sulfolobus solfataricus P2).,other,-,-,-,-,20200125,-
273057,2974173,SSO_RS04310,SSO_RS04310,SSOt38,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974174,SSO_RS00705,SSO_RS00705,SSOt06,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974175,SSO_RS03945,SSO_RS03945,SSOt37,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974176,SSO_RS02235,SSO_RS02235,SSOt24,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974177,SSO_RS02230,SSO_RS02230,SSOt23,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974179,SSO_RS05130,SSO_RS05130,SSOt42,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974180,SSO_RS02615,SSO_RS02615,SSOt25,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974181,SSO_RS03810,SSO_RS03810,SSOt35,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974182,SSO_RS01945,SSO_RS01945,SSOt21,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974183,SSO_RS02810,SSO_RS02810,SSOt27,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974184,SSO_RS01675,SSO_RS01675,SSOt18,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974185,SSO_RS13495,SSO_RS13495,SSOt46,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974186,SSO_RS01955,SSO_RS01955,SSOt22,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974187,SSO_RS03790,SSO_RS03790,SSOt34,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974188,SSO_RS01035,SSO_RS01035,SSOt09,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974189,SSO_RS04625,SSO_RS04625,SSOt39,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974190,SSO_RS05025,SSO_RS05025,SSOr03,-,-,-,16S ribosomal RNA,rRNA,-,-,-,-,20210308,-
273057,2974191,SSO_RS05030,SSO_RS05030,SSOr04,-,-,-,23S ribosomal RNA,rRNA,-,-,-,-,20210308,-
273057,2974192,SSO_RS01185,SSO_RS01185,SSOt13,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974193,SSO_RS03775,SSO_RS03775,SSOt33,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974196,SSO_RS03770,SSO_RS03770,SSOt32,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974197,SSO_RS01310,SSO_RS01310,SSOt15,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974198,SSO_RS03760,SSO_RS03760,SSOt31,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974199,SSO_RS03750,SSO_RS03750,SSOt30,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974200,SSO_RS01070,SSO_RS01070,SSOt10,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974201,SSO_RS01075,SSO_RS01075,SSOt11,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974202,SSO_RS00810,SSO_RS00810,SSOt07,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974203,SSO_RS01080,SSO_RS01080,SSOt12,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974204,SSO_RS02700,SSO_RS02700,SSOt26,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974206,SSO_RS04880,SSO_RS04880,SSOt41,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974207,SSO_RS04630,SSO_RS04630,SSOt40,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974208,SSO_RS03435,SSO_RS03435,SSOt29,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974209,SSO_RS03415,SSO_RS03415,SSOt28,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974211,SSO_RS11375,SSO_RS11375,SSOt45,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974212,SSO_RS01930,SSO_RS01930,SSOt20,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974213,SSO_RS01920,SSO_RS01920,SSOt19,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974214,SSO_RS05235,SSO_RS05235,SSOt44,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974215,SSO_RS01430,SSO_RS01430,SSOt16,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974216,SSO_RS05225,SSO_RS05225,SSOt43,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974217,SSO_RS01275,SSO_RS01275,SSOt14,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974218,SSO_RS03825,SSO_RS03825,SSOt36,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,2974219,SSO_RS01440,SSO_RS01440,SSOt17,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,9284557,SSO_RS03645,SSO_RS03645,SSO12356,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780106,SSO_RS00085,SSO_RS00085,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780107,SSO_RS00110,SSO_RS00110,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780108,SSO_RS00235,SSO_RS00235,-,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210308,-
273057,24780109,SSO_RS00440,SSO_RS00440,-,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,24780110,SSO_RS00470,SSO_RS00470,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780111,SSO_RS00615,SSO_RS00615,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780115,SSO_RS00685,SSO_RS00685,-,-,-,-,CopG family transcriptional regulator,protein-coding,-,-,-,CopG family transcriptional regulator,20210417,-
273057,24780116,SSO_RS00690,SSO_RS00690,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780117,SSO_RS00695,SSO_RS00695,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780118,SSO_RS00715,SSO_RS00715,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780119,SSO_RS00720,SSO_RS00720,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780120,SSO_RS00875,SSO_RS00875,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780121,SSO_RS00885,SSO_RS00885,-,-,-,-,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase,protein-coding,-,-,-,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase,20210417,-
273057,24780122,SSO_RS00915,SSO_RS00915,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780123,SSO_RS00970,SSO_RS00970,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780124,SSO_RS01050,SSO_RS01050,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,24780125,SSO_RS01130,SSO_RS01130,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780126,SSO_RS01290,SSO_RS01290,-,-,-,-,preprotein translocase subunit Sec61beta,protein-coding,-,-,-,preprotein translocase subunit Sec61beta,20210417,-
273057,24780127,SSO_RS01350,SSO_RS01350,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780128,SSO_RS01355,SSO_RS01355,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780129,SSO_RS01475,SSO_RS01475,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,24780130,SSO_RS01550,SSO_RS01550,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780131,SSO_RS01565,SSO_RS01565,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,24780132,SSO_RS01595,SSO_RS01595,-,-,-,-,DUF2175 family protein,protein-coding,-,-,-,DUF2175 family protein,20210417,-
273057,24780133,SSO_RS01635,SSO_RS01635,-,-,-,-,NADH-quinone oxidoreductase subunit K,protein-coding,-,-,-,NADH-quinone oxidoreductase subunit K,20210308,-
273057,24780135,SSO_RS01665,SSO_RS01665,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780136,SSO_RS01780,SSO_RS01780,-,-,-,-,sulfurtransferase TusA family protein,protein-coding,-,-,-,sulfurtransferase TusA family protein,20210308,-
273057,24780137,SSO_RS01795,SSO_RS01795,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780139,SSO_RS01910,SSO_RS01910,-,-,-,-,nascent polypeptide-associated complex protein,protein-coding,-,-,-,nascent polypeptide-associated complex protein,20210417,-
273057,24780140,SSO_RS02140,SSO_RS02140,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780141,yciH,SSO_RS02220,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780142,SSO_RS02260,SSO_RS02260,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780143,SSO_RS02300,SSO_RS02300,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780144,SSO_RS02350,SSO_RS02350,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780145,SSO_RS02485,SSO_RS02485,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780146,SSO_RS02505,SSO_RS02505,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780147,SSO_RS02525,SSO_RS02525,-,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210308,-
273057,24780152,SSO_RS02595,SSO_RS02595,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780154,SSO_RS02625,SSO_RS02625,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780164,SSO_RS02785,SSO_RS02785,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780166,SSO_RS02955,SSO_RS02955,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780167,SSO_RS03055,SSO_RS03055,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780168,SSO_RS03210,SSO_RS03210,-,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20210417,-
273057,24780169,SSO_RS03345,SSO_RS03345,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780170,SSO_RS03455,SSO_RS03455,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780171,SSO_RS03555,SSO_RS03555,-,-,-,-,ribonuclease P protein subunit,protein-coding,-,-,-,ribonuclease P protein subunit,20210417,-
273057,24780172,SSO_RS03755,SSO_RS03755,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780173,SSO_RS03820,SSO_RS03820,-,-,-,-,integrase,protein-coding,-,-,-,integrase,20210417,-
273057,24780174,SSO_RS03875,SSO_RS03875,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780175,SSO_RS03900,SSO_RS03900,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780176,SSO_RS03975,SSO_RS03975,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210312,-
273057,24780177,SSO_RS03995,SSO_RS03995,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780178,SSO_RS04005,SSO_RS04005,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780180,SSO_RS04055,SSO_RS04055,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780181,SSO_RS04065,SSO_RS04065,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780182,SSO_RS04070,SSO_RS04070,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780183,SSO_RS04075,SSO_RS04075,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780184,SSO_RS04080,SSO_RS04080,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780185,SSO_RS04085,SSO_RS04085,-,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210308,-
273057,24780186,SSO_RS04100,SSO_RS04100,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780187,SSO_RS04120,SSO_RS04120,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780189,SSO_RS04175,SSO_RS04175,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780192,SSO_RS04235,SSO_RS04235,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780193,SSO_RS04260,SSO_RS04260,-,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,24780194,SSO_RS04330,SSO_RS04330,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780195,SSO_RS04700,SSO_RS04700,-,-,-,-,PRC-barrel domain-containing protein,protein-coding,-,-,-,PRC-barrel domain-containing protein,20210308,-
273057,24780196,SSO_RS04715,SSO_RS04715,-,-,-,-,DUF5622 domain-containing protein,protein-coding,-,-,-,DUF5622 domain-containing protein,20210417,-
273057,24780197,SSO_RS04765,SSO_RS04765,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780198,SSO_RS04780,SSO_RS04780,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,24780199,SSO_RS04810,SSO_RS04810,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
