#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
148305,3974703,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Magnaporthe grisea).,other,-,-,-,-,20190318,-
148305,41964845,PgNI_09956,PgNI_09956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964846,PgNI_09957,PgNI_09957,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964847,PgNI_09958,PgNI_09958,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964848,PgNI_09959,PgNI_09959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964849,PgNI_09960,PgNI_09960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964850,PgNI_09961,PgNI_09961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964851,PgNI_09962,PgNI_09962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964852,PgNI_09963,PgNI_09963,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964853,PgNI_09964,PgNI_09964,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964854,PgNI_09965,PgNI_09965,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964855,PgNI_09966,PgNI_09966,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964856,PgNI_09967,PgNI_09967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964857,PgNI_09968,PgNI_09968,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964858,PgNI_09969,PgNI_09969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964859,PgNI_09970,PgNI_09970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964860,PgNI_09971,PgNI_09971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964861,PgNI_09972,PgNI_09972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964862,PgNI_09973,PgNI_09973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964863,PgNI_09974,PgNI_09974,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964864,PgNI_09975,PgNI_09975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964865,PgNI_09976,PgNI_09976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964866,PgNI_09977,PgNI_09977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964867,PgNI_09978,PgNI_09978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964868,PgNI_09979,PgNI_09979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964869,PgNI_09980,PgNI_09980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
148305,41964870,PgNI_09981,PgNI_09981,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964871,PgNI_09982,PgNI_09982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964872,PgNI_09983,PgNI_09983,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964873,PgNI_09984,PgNI_09984,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964874,PgNI_09985,PgNI_09985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964875,PgNI_09986,PgNI_09986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964876,PgNI_09987,PgNI_09987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964877,PgNI_09988,PgNI_09988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964878,PgNI_09989,PgNI_09989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964879,PgNI_09990,PgNI_09990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964880,PgNI_09991,PgNI_09991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964881,PgNI_09992,PgNI_09992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964882,PgNI_09993,PgNI_09993,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964883,PgNI_09994,PgNI_09994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964884,PgNI_09995,PgNI_09995,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964885,PgNI_09996,PgNI_09996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964886,PgNI_09997,PgNI_09997,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964887,PgNI_09998,PgNI_09998,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964888,PgNI_09999,PgNI_09999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964889,PgNI_10000,PgNI_10000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964890,PgNI_10002,PgNI_10002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964891,PgNI_10003,PgNI_10003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964892,PgNI_10004,PgNI_10004,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964893,PgNI_10005,PgNI_10005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964894,PgNI_10006,PgNI_10006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964895,PgNI_10007,PgNI_10007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964896,PgNI_10008,PgNI_10008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964897,PgNI_10009,PgNI_10009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964898,PgNI_10010,PgNI_10010,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964899,PgNI_10011,PgNI_10011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964900,PgNI_10012,PgNI_10012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964901,PgNI_10013,PgNI_10013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964902,PgNI_10014,PgNI_10014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964903,PgNI_10015,PgNI_10015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964904,PgNI_10016,PgNI_10016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964905,PgNI_10017,PgNI_10017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964906,PgNI_10018,PgNI_10018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964907,PgNI_10019,PgNI_10019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964908,PgNI_10020,PgNI_10020,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964909,PgNI_10021,PgNI_10021,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964910,PgNI_10022,PgNI_10022,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964911,PgNI_10023,PgNI_10023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964912,PgNI_10024,PgNI_10024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964913,PgNI_10025,PgNI_10025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964914,PgNI_10026,PgNI_10026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964915,PgNI_10027,PgNI_10027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964916,PgNI_10028,PgNI_10028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964917,PgNI_10029,PgNI_10029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964918,PgNI_10030,PgNI_10030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964919,PgNI_10032,PgNI_10032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964920,PgNI_10033,PgNI_10033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964921,PgNI_10034,PgNI_10034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964922,PgNI_10035,PgNI_10035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964923,PgNI_10036,PgNI_10036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964924,PgNI_10037,PgNI_10037,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964925,PgNI_10038,PgNI_10038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964926,PgNI_10039,PgNI_10039,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964927,PgNI_10040,PgNI_10040,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964928,PgNI_10041,PgNI_10041,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964929,PgNI_10042,PgNI_10042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964930,PgNI_10043,PgNI_10043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964931,PgNI_10044,PgNI_10044,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964932,PgNI_10045,PgNI_10045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964933,PgNI_10046,PgNI_10046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964934,PgNI_10047,PgNI_10047,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964935,PgNI_10048,PgNI_10048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964936,PgNI_10050,PgNI_10050,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964937,PgNI_10051,PgNI_10051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964938,PgNI_10052,PgNI_10052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964939,PgNI_10053,PgNI_10053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964940,PgNI_10054,PgNI_10054,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964941,PgNI_10055,PgNI_10055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964942,PgNI_10056,PgNI_10056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964943,PgNI_10057,PgNI_10057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964944,PgNI_10060,PgNI_10060,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964945,PgNI_10061,PgNI_10061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964946,PgNI_10062,PgNI_10062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964947,PgNI_10063,PgNI_10063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964948,PgNI_10064,PgNI_10064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964949,PgNI_10065,PgNI_10065,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964950,PgNI_10066,PgNI_10066,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964951,PgNI_10067,PgNI_10067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964952,PgNI_10068,PgNI_10068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964953,PgNI_10069,PgNI_10069,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964954,PgNI_10070,PgNI_10070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964955,PgNI_10071,PgNI_10071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964956,PgNI_10072,PgNI_10072,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964957,PgNI_10073,PgNI_10073,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964958,PgNI_10074,PgNI_10074,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964959,PgNI_10075,PgNI_10075,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964960,PgNI_10076,PgNI_10076,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964961,PgNI_10077,PgNI_10077,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964962,PgNI_10078,PgNI_10078,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964963,PgNI_10079,PgNI_10079,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964964,PgNI_10080,PgNI_10080,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964965,PgNI_10081,PgNI_10081,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964966,PgNI_10082,PgNI_10082,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964967,PgNI_10083,PgNI_10083,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964968,PgNI_10084,PgNI_10084,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964969,PgNI_10085,PgNI_10085,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964970,PgNI_10086,PgNI_10086,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964971,PgNI_10087,PgNI_10087,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964972,PgNI_10088,PgNI_10088,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964973,PgNI_10089,PgNI_10089,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964974,PgNI_10090,PgNI_10090,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964975,PgNI_10091,PgNI_10091,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964976,PgNI_10092,PgNI_10092,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964977,PgNI_10093,PgNI_10093,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964978,PgNI_10094,PgNI_10094,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964979,PgNI_10095,PgNI_10095,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964980,PgNI_10096,PgNI_10096,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964981,PgNI_10097,PgNI_10097,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964982,PgNI_10098,PgNI_10098,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964983,PgNI_10099,PgNI_10099,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964984,PgNI_10100,PgNI_10100,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964985,PgNI_10101,PgNI_10101,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964986,PgNI_10102,PgNI_10102,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964987,PgNI_10103,PgNI_10103,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964988,PgNI_10104,PgNI_10104,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964989,PgNI_10105,PgNI_10105,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964990,PgNI_10106,PgNI_10106,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964991,PgNI_10107,PgNI_10107,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964992,PgNI_10108,PgNI_10108,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964993,PgNI_10109,PgNI_10109,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964994,PgNI_10110,PgNI_10110,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964995,PgNI_10111,PgNI_10111,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41964996,PgNI_10112,PgNI_10112,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964997,PgNI_10113,PgNI_10113,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41964998,PgNI_10114,PgNI_10114,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41964999,PgNI_10115,PgNI_10115,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965000,PgNI_10116,PgNI_10116,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965001,PgNI_10117,PgNI_10117,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965002,PgNI_10118,PgNI_10118,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965003,PgNI_10119,PgNI_10119,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965004,PgNI_10120,PgNI_10120,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965005,PgNI_10121,PgNI_10121,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965006,PgNI_10122,PgNI_10122,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965007,PgNI_10123,PgNI_10123,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965008,PgNI_10124,PgNI_10124,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965009,PgNI_10125,PgNI_10125,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965010,PgNI_10126,PgNI_10126,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965011,PgNI_10127,PgNI_10127,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965012,PgNI_10128,PgNI_10128,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965013,PgNI_10129,PgNI_10129,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965014,PgNI_10130,PgNI_10130,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965015,PgNI_10131,PgNI_10131,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965016,PgNI_10132,PgNI_10132,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965017,PgNI_10133,PgNI_10133,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965018,PgNI_10134,PgNI_10134,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965019,PgNI_10135,PgNI_10135,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965020,PgNI_10136,PgNI_10136,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965021,PgNI_10137,PgNI_10137,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965022,PgNI_10138,PgNI_10138,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965023,PgNI_10139,PgNI_10139,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965024,PgNI_10140,PgNI_10140,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965025,PgNI_10141,PgNI_10141,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965026,PgNI_10143,PgNI_10143,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965027,PgNI_10144,PgNI_10144,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965028,PgNI_10145,PgNI_10145,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965029,PgNI_10146,PgNI_10146,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965030,PgNI_10147,PgNI_10147,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965031,PgNI_10148,PgNI_10148,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965032,PgNI_10149,PgNI_10149,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965033,PgNI_10150,PgNI_10150,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965034,PgNI_10151,PgNI_10151,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965035,PgNI_10152,PgNI_10152,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965036,PgNI_10153,PgNI_10153,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965037,PgNI_10154,PgNI_10154,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965038,PgNI_10155,PgNI_10155,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965039,PgNI_10156,PgNI_10156,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965040,PgNI_10157,PgNI_10157,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41965041,PgNI_10158,PgNI_10158,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965042,PgNI_10159,PgNI_10159,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965043,PgNI_10160,PgNI_10160,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965044,PgNI_10161,PgNI_10161,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965045,PgNI_10162,PgNI_10162,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965046,PgNI_10163,PgNI_10163,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965047,PgNI_10165,PgNI_10165,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41965048,PgNI_10166,PgNI_10166,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41965049,PgNI_10167,PgNI_10167,-,-,VII,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
