#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1912939,64654382,F5891DRAFT_1000001,F5891DRAFT_1000001,-,-,Unknown,-,cobalamin-independent synthase,protein-coding,-,-,-,cobalamin-independent synthase,20210605,-
1912939,64670974,F5891DRAFT_977190,F5891DRAFT_977190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670975,F5891DRAFT_977191,F5891DRAFT_977191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670976,F5891DRAFT_977192,F5891DRAFT_977192,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670977,F5891DRAFT_977202,F5891DRAFT_977202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670978,F5891DRAFT_977203,F5891DRAFT_977203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670979,F5891DRAFT_977231,F5891DRAFT_977231,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670980,F5891DRAFT_977243,F5891DRAFT_977243,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64670981,F5891DRAFT_977250,F5891DRAFT_977250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64670982,F5891DRAFT_977256,F5891DRAFT_977256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670983,F5891DRAFT_977266,F5891DRAFT_977266,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670984,F5891DRAFT_977267,F5891DRAFT_977267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670985,F5891DRAFT_977275,F5891DRAFT_977275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64670986,F5891DRAFT_977289,F5891DRAFT_977289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670987,F5891DRAFT_977299,F5891DRAFT_977299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670988,F5891DRAFT_977308,F5891DRAFT_977308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670989,F5891DRAFT_977309,F5891DRAFT_977309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670990,F5891DRAFT_977311,F5891DRAFT_977311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64670991,F5891DRAFT_977312,F5891DRAFT_977312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670992,F5891DRAFT_977315,F5891DRAFT_977315,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670993,F5891DRAFT_977329,F5891DRAFT_977329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670994,F5891DRAFT_977333,F5891DRAFT_977333,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670995,F5891DRAFT_977335,F5891DRAFT_977335,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670996,F5891DRAFT_977349,F5891DRAFT_977349,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670997,F5891DRAFT_977357,F5891DRAFT_977357,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670998,F5891DRAFT_977358,F5891DRAFT_977358,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64670999,F5891DRAFT_977369,F5891DRAFT_977369,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671000,F5891DRAFT_977413,F5891DRAFT_977413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671001,F5891DRAFT_977415,F5891DRAFT_977415,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671002,F5891DRAFT_977416,F5891DRAFT_977416,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671003,F5891DRAFT_977434,F5891DRAFT_977434,-,-,Unknown,-,"6,7-dimethyl-8-ribityllumazine synthase",protein-coding,-,-,-,"6,7-dimethyl-8-ribityllumazine synthase",20210605,-
1912939,64671004,F5891DRAFT_977448,F5891DRAFT_977448,-,-,Unknown,-,guanine-N(7)-methyltransferase,protein-coding,-,-,-,guanine-N(7)-methyltransferase,20210605,-
1912939,64671005,F5891DRAFT_977466,F5891DRAFT_977466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671006,F5891DRAFT_977467,F5891DRAFT_977467,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671007,F5891DRAFT_97748,F5891DRAFT_97748,-,-,Unknown,-,asparaginyl-tRNA synthetase,protein-coding,-,-,-,asparaginyl-tRNA synthetase,20210605,-
1912939,64671008,F5891DRAFT_977508,F5891DRAFT_977508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671009,F5891DRAFT_977510,F5891DRAFT_977510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671010,F5891DRAFT_977514,F5891DRAFT_977514,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671011,F5891DRAFT_977515,F5891DRAFT_977515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671012,F5891DRAFT_977516,F5891DRAFT_977516,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671013,F5891DRAFT_977518,F5891DRAFT_977518,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671014,F5891DRAFT_977548,F5891DRAFT_977548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671015,F5891DRAFT_977557,F5891DRAFT_977557,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671016,F5891DRAFT_977578,F5891DRAFT_977578,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671017,F5891DRAFT_97761,F5891DRAFT_97761,-,-,Unknown,-,iron reductase,protein-coding,-,-,-,iron reductase,20210605,-
1912939,64671018,F5891DRAFT_977614,F5891DRAFT_977614,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671019,F5891DRAFT_977616,F5891DRAFT_977616,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671020,F5891DRAFT_977619,F5891DRAFT_977619,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671021,F5891DRAFT_977640,F5891DRAFT_977640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671022,F5891DRAFT_977652,F5891DRAFT_977652,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671023,F5891DRAFT_977656,F5891DRAFT_977656,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671024,F5891DRAFT_977657,F5891DRAFT_977657,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671025,F5891DRAFT_977660,F5891DRAFT_977660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671026,F5891DRAFT_977673,F5891DRAFT_977673,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671027,F5891DRAFT_977675,F5891DRAFT_977675,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671028,F5891DRAFT_977685,F5891DRAFT_977685,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20210605,-
1912939,64671029,F5891DRAFT_977693,F5891DRAFT_977693,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671030,F5891DRAFT_977712,F5891DRAFT_977712,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671031,F5891DRAFT_977739,F5891DRAFT_977739,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671032,F5891DRAFT_977760,F5891DRAFT_977760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671033,F5891DRAFT_977776,F5891DRAFT_977776,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671034,F5891DRAFT_977778,F5891DRAFT_977778,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1912939,64671035,F5891DRAFT_977780,F5891DRAFT_977780,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671036,F5891DRAFT_977790,F5891DRAFT_977790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671037,F5891DRAFT_977800,F5891DRAFT_977800,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671038,F5891DRAFT_977829,F5891DRAFT_977829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671039,F5891DRAFT_977854,F5891DRAFT_977854,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671040,F5891DRAFT_977865,F5891DRAFT_977865,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671041,F5891DRAFT_977901,F5891DRAFT_977901,-,-,Unknown,-,initiator tRNA phosphoribosyl transferase-domain-containing protein,protein-coding,-,-,-,initiator tRNA phosphoribosyl transferase-domain-containing protein,20210605,-
1912939,64671042,F5891DRAFT_977938,F5891DRAFT_977938,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671043,F5891DRAFT_977939,F5891DRAFT_977939,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671044,F5891DRAFT_977942,F5891DRAFT_977942,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671045,F5891DRAFT_977948,F5891DRAFT_977948,-,-,Unknown,-,heat shock protein,protein-coding,-,-,-,heat shock protein,20210605,-
1912939,64671046,F5891DRAFT_977974,F5891DRAFT_977974,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671047,F5891DRAFT_977984,F5891DRAFT_977984,-,-,Unknown,-,Caulimovirus viroplasmin-domain-containing protein,protein-coding,-,-,-,Caulimovirus viroplasmin-domain-containing protein,20210605,-
1912939,64671048,F5891DRAFT_977985,F5891DRAFT_977985,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671049,F5891DRAFT_977986,F5891DRAFT_977986,-,-,Unknown,-,isoprenoid synthase domain-containing protein,protein-coding,-,-,-,isoprenoid synthase domain-containing protein,20210605,-
1912939,64671050,F5891DRAFT_978000,F5891DRAFT_978000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671051,F5891DRAFT_978009,F5891DRAFT_978009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671052,F5891DRAFT_978017,F5891DRAFT_978017,-,-,Unknown,-,ribosome biogenesis protein,protein-coding,-,-,-,ribosome biogenesis protein,20210605,-
1912939,64671053,F5891DRAFT_978036,F5891DRAFT_978036,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671054,F5891DRAFT_978077,F5891DRAFT_978077,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671055,F5891DRAFT_978078,F5891DRAFT_978078,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671056,F5891DRAFT_978093,F5891DRAFT_978093,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671057,F5891DRAFT_978109,F5891DRAFT_978109,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671058,F5891DRAFT_978126,F5891DRAFT_978126,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671059,F5891DRAFT_978157,F5891DRAFT_978157,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671060,F5891DRAFT_978175,F5891DRAFT_978175,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671061,F5891DRAFT_978176,F5891DRAFT_978176,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671062,F5891DRAFT_978198,F5891DRAFT_978198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671063,F5891DRAFT_978210,F5891DRAFT_978210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671064,F5891DRAFT_978212,F5891DRAFT_978212,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671065,F5891DRAFT_978213,F5891DRAFT_978213,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671066,F5891DRAFT_978216,F5891DRAFT_978216,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671067,F5891DRAFT_978217,F5891DRAFT_978217,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671068,F5891DRAFT_978220,F5891DRAFT_978220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671069,F5891DRAFT_978221,F5891DRAFT_978221,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671070,F5891DRAFT_978226,F5891DRAFT_978226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671071,F5891DRAFT_978234,F5891DRAFT_978234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671072,F5891DRAFT_978252,F5891DRAFT_978252,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671073,F5891DRAFT_978255,F5891DRAFT_978255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671074,F5891DRAFT_978257,F5891DRAFT_978257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671075,F5891DRAFT_978262,F5891DRAFT_978262,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671076,F5891DRAFT_978263,F5891DRAFT_978263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671077,F5891DRAFT_978291,F5891DRAFT_978291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671078,F5891DRAFT_978312,F5891DRAFT_978312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671079,F5891DRAFT_978316,F5891DRAFT_978316,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671080,F5891DRAFT_978323,F5891DRAFT_978323,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671081,F5891DRAFT_978325,F5891DRAFT_978325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671082,F5891DRAFT_978330,F5891DRAFT_978330,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671083,F5891DRAFT_978386,F5891DRAFT_978386,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671084,F5891DRAFT_978390,F5891DRAFT_978390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671085,F5891DRAFT_978391,F5891DRAFT_978391,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671086,F5891DRAFT_978395,F5891DRAFT_978395,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671087,F5891DRAFT_978398,F5891DRAFT_978398,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671088,F5891DRAFT_978400,F5891DRAFT_978400,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671089,F5891DRAFT_978407,F5891DRAFT_978407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671090,F5891DRAFT_978416,F5891DRAFT_978416,-,-,Unknown,-,cytochrome oxidase assembly protein-domain-containing protein,protein-coding,-,-,-,cytochrome oxidase assembly protein-domain-containing protein,20210605,-
1912939,64671091,F5891DRAFT_978421,F5891DRAFT_978421,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671092,F5891DRAFT_978432,F5891DRAFT_978432,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671093,F5891DRAFT_978463,F5891DRAFT_978463,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671094,F5891DRAFT_978466,F5891DRAFT_978466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671095,F5891DRAFT_978472,F5891DRAFT_978472,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671096,F5891DRAFT_978522,F5891DRAFT_978522,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671097,F5891DRAFT_978545,F5891DRAFT_978545,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671098,F5891DRAFT_978580,F5891DRAFT_978580,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671099,F5891DRAFT_978615,F5891DRAFT_978615,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671100,F5891DRAFT_978627,F5891DRAFT_978627,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671101,F5891DRAFT_978641,F5891DRAFT_978641,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671102,F5891DRAFT_978644,F5891DRAFT_978644,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671103,F5891DRAFT_978669,F5891DRAFT_978669,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671104,F5891DRAFT_978687,F5891DRAFT_978687,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671105,F5891DRAFT_978702,F5891DRAFT_978702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671106,F5891DRAFT_978709,F5891DRAFT_978709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671107,F5891DRAFT_978713,F5891DRAFT_978713,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671108,F5891DRAFT_978714,F5891DRAFT_978714,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671109,F5891DRAFT_978738,F5891DRAFT_978738,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671110,F5891DRAFT_978758,F5891DRAFT_978758,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671111,F5891DRAFT_978759,F5891DRAFT_978759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671112,F5891DRAFT_978762,F5891DRAFT_978762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671113,F5891DRAFT_978793,F5891DRAFT_978793,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671114,F5891DRAFT_978866,F5891DRAFT_978866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671115,F5891DRAFT_978872,F5891DRAFT_978872,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671116,F5891DRAFT_978875,F5891DRAFT_978875,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671117,F5891DRAFT_978876,F5891DRAFT_978876,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671118,F5891DRAFT_978880,F5891DRAFT_978880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671119,F5891DRAFT_978909,F5891DRAFT_978909,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671120,F5891DRAFT_978931,F5891DRAFT_978931,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671121,F5891DRAFT_978934,F5891DRAFT_978934,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671122,F5891DRAFT_978935,F5891DRAFT_978935,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671123,F5891DRAFT_978936,F5891DRAFT_978936,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671124,F5891DRAFT_978952,F5891DRAFT_978952,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671125,F5891DRAFT_978955,F5891DRAFT_978955,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671126,F5891DRAFT_978980,F5891DRAFT_978980,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671127,F5891DRAFT_978983,F5891DRAFT_978983,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671128,F5891DRAFT_978985,F5891DRAFT_978985,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671129,F5891DRAFT_979044,F5891DRAFT_979044,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671130,F5891DRAFT_979045,F5891DRAFT_979045,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671131,F5891DRAFT_979048,F5891DRAFT_979048,-,-,Unknown,-,aspartic peptidase domain-containing protein,protein-coding,-,-,-,aspartic peptidase domain-containing protein,20210605,-
1912939,64671132,F5891DRAFT_979060,F5891DRAFT_979060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671133,F5891DRAFT_979062,F5891DRAFT_979062,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671134,F5891DRAFT_979067,F5891DRAFT_979067,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671135,F5891DRAFT_979073,F5891DRAFT_979073,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671136,F5891DRAFT_979077,F5891DRAFT_979077,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671137,F5891DRAFT_979115,F5891DRAFT_979115,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671138,F5891DRAFT_979116,F5891DRAFT_979116,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671139,F5891DRAFT_979147,F5891DRAFT_979147,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671140,F5891DRAFT_979151,F5891DRAFT_979151,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671141,F5891DRAFT_979160,F5891DRAFT_979160,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64671142,F5891DRAFT_979163,F5891DRAFT_979163,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671143,F5891DRAFT_979165,F5891DRAFT_979165,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64671144,F5891DRAFT_979166,F5891DRAFT_979166,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
