#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
498019,29139794,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Candida auris).,other,-,-,-,-,20210327,-
498019,40030239,CJI97_005094,CJI97_005094,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030240,CJI97_005095,CJI97_005095,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030241,CJI97_005096,CJI97_005096,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030242,CJI97_005097,CJI97_005097,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030243,CJI97_005098,CJI97_005098,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030244,CJI97_005099,CJI97_005099,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030245,CJI97_005100,CJI97_005100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030246,CJI97_005101,CJI97_005101,-,-,Unknown,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20210309,-
498019,40030247,CJI97_005102,CJI97_005102,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030248,CJI97_005103,CJI97_005103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030249,CJI97_005104,CJI97_005104,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030250,CJI97_005105,CJI97_005105,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030251,CJI97_005106,CJI97_005106,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030252,CJI97_005107,CJI97_005107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030253,CJI97_005108,CJI97_005108,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030254,CJI97_005109,CJI97_005109,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030255,CJI97_005110,CJI97_005110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030256,CJI97_005111,CJI97_005111,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030257,CJI97_005112,CJI97_005112,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030258,CJI97_005113,CJI97_005113,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030259,CJI97_005114,CJI97_005114,-,-,Unknown,-,GTP-binding protein RHO3,protein-coding,-,-,-,GTP-binding protein RHO3,20210309,-
498019,40030260,CJI97_005115,CJI97_005115,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030261,CJI97_005116,CJI97_005116,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030262,CJI97_005117,CJI97_005117,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030263,CJI97_005118,CJI97_005118,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030264,CJI97_005119,CJI97_005119,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030265,CJI97_005120,CJI97_005120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030266,CJI97_005121,CJI97_005121,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030267,CJI97_005122,CJI97_005122,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030268,CJI97_005123,CJI97_005123,-,-,Unknown,-,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,protein-coding,-,-,-,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,20210309,-
498019,40030269,CJI97_005124,CJI97_005124,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030270,CJI97_005125,CJI97_005125,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030271,CJI97_005126,CJI97_005126,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030272,CJI97_005127,CJI97_005127,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030273,CJI97_005128,CJI97_005128,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030274,CJI97_005129,CJI97_005129,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030275,CJI97_005130,CJI97_005130,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030276,CJI97_005131,CJI97_005131,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030277,CJI97_005132,CJI97_005132,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030278,CJI97_005133,CJI97_005133,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030279,CJI97_005134,CJI97_005134,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030280,CJI97_005135,CJI97_005135,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030281,CJI97_005136,CJI97_005136,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030282,CJI97_005137,CJI97_005137,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030283,CJI97_005138,CJI97_005138,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030284,CJI97_005139,CJI97_005139,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030285,CJI97_005140,CJI97_005140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030286,CJI97_005141,CJI97_005141,-,-,Unknown,-,"serine-tRNA ligase, cytoplasmic",protein-coding,-,-,-,"serine-tRNA ligase, cytoplasmic",20210309,-
498019,40030287,CJI97_005142,CJI97_005142,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030288,CJI97_005143,CJI97_005143,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030289,CJI97_005144,CJI97_005144,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030290,CJI97_005145,CJI97_005145,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030291,CJI97_005146,CJI97_005146,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030292,CJI97_005147,CJI97_005147,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030293,CJI97_005148,CJI97_005148,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030294,CJI97_005149,CJI97_005149,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030295,CJI97_005150,CJI97_005150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030296,CJI97_005151,CJI97_005151,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030297,CJI97_005152,CJI97_005152,-,-,Unknown,-,hydroxyisourate hydrolase,protein-coding,-,-,-,hydroxyisourate hydrolase,20210309,-
498019,40030298,CJI97_005153,CJI97_005153,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030299,CJI97_005154,CJI97_005154,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030300,CJI97_005155,CJI97_005155,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030301,CJI97_005156,CJI97_005156,-,-,Unknown,-,E3 ubiquitin-protein ligase RSP5,protein-coding,-,-,-,E3 ubiquitin-protein ligase RSP5,20210309,-
498019,40030302,CJI97_005157,CJI97_005157,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030303,CJI97_005158,CJI97_005158,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030304,CJI97_005159,CJI97_005159,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030305,CJI97_005160,CJI97_005160,-,-,Unknown,-,respiratory growth induced protein 1,protein-coding,-,-,-,respiratory growth induced protein 1,20210309,-
498019,40030306,CJI97_005161,CJI97_005161,-,-,Unknown,-,mitochondrial import inner membrane translocase subunit TIM22,protein-coding,-,-,-,mitochondrial import inner membrane translocase subunit TIM22,20210309,-
498019,40030307,CJI97_005162,CJI97_005162,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030308,CJI97_005163,CJI97_005163,-,-,Unknown,-,adenosine deaminase,protein-coding,-,-,-,adenosine deaminase,20210309,-
498019,40030309,CJI97_005164,CJI97_005164,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030310,CJI97_005165,CJI97_005165,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030311,CJI97_005166,CJI97_005166,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030312,CJI97_005167,CJI97_005167,-,-,Unknown,-,"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit",protein-coding,-,-,-,"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit",20210309,-
498019,40030313,CJI97_005168,CJI97_005168,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030314,CJI97_005169,CJI97_005169,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030315,CJI97_005170,CJI97_005170,-,-,Unknown,-,ATP-dependent RNA helicase FAL1,protein-coding,-,-,-,ATP-dependent RNA helicase FAL1,20210309,-
498019,40030316,CJI97_005171,CJI97_005171,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030317,CJI97_005172,CJI97_005172,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030318,CJI97_005173,CJI97_005173,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030319,CJI97_005174,CJI97_005174,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030320,CJI97_005175,CJI97_005175,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030321,CJI97_005176,CJI97_005176,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030322,CJI97_005177,CJI97_005177,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030323,CJI97_005178,CJI97_005178,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030324,CJI97_005179,CJI97_005179,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030325,CJI97_005180,CJI97_005180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030326,CJI97_005181,CJI97_005181,-,-,Unknown,-,"iron sulfur cluster assembly protein 1, mitochondrial",protein-coding,-,-,-,"iron sulfur cluster assembly protein 1, mitochondrial",20210309,-
498019,40030327,CJI97_005182,CJI97_005182,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030328,CJI97_005183,CJI97_005183,-,-,Unknown,-,60S ribosomal protein L5,protein-coding,-,-,-,60S ribosomal protein L5,20210309,-
498019,40030329,CJI97_005184,CJI97_005184,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030330,CJI97_005185,CJI97_005185,-,-,Unknown,-,"3-hydroxyanthranilate 3,4-dioxygenase",protein-coding,-,-,-,"3-hydroxyanthranilate 3,4-dioxygenase",20210309,-
498019,40030331,CJI97_005186,CJI97_005186,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030332,CJI97_005187,CJI97_005187,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030333,CJI97_005188,CJI97_005188,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030334,CJI97_005189,CJI97_005189,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030335,CJI97_005190,CJI97_005190,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030336,CJI97_005191,CJI97_005191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030337,CJI97_005192,CJI97_005192,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030338,CJI97_005193,CJI97_005193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030339,CJI97_005194,CJI97_005194,-,-,Unknown,-,DNA-directed RNA polymerase III subunit RPC2,protein-coding,-,-,-,DNA-directed RNA polymerase III subunit RPC2,20210309,-
498019,40030340,CJI97_005195,CJI97_005195,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030341,CJI97_005196,CJI97_005196,-,-,Unknown,-,"ribonucleoside-diphosphate reductase, alpha subunit",protein-coding,-,-,-,"ribonucleoside-diphosphate reductase, alpha subunit",20210309,-
498019,40030342,CJI97_005197,CJI97_005197,-,-,Unknown,-,RNA polymerase II transcription factor B subunit 2,protein-coding,-,-,-,RNA polymerase II transcription factor B subunit 2,20210424,-
498019,40030343,CJI97_005198,CJI97_005198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030344,CJI97_005199,CJI97_005199,-,-,Unknown,-,obg family GTPase CgtA,protein-coding,-,-,-,obg family GTPase CgtA,20210309,-
498019,40030345,CJI97_005200,CJI97_005200,-,-,Unknown,-,ATP-dependent RNA helicase DBP8,protein-coding,-,-,-,ATP-dependent RNA helicase DBP8,20210309,-
498019,40030346,CJI97_005201,CJI97_005201,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030347,CJI97_005202,CJI97_005202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030348,CJI97_005203,CJI97_005203,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030349,CJI97_005204,CJI97_005204,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030350,CJI97_005205,CJI97_005205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030351,CJI97_005206,CJI97_005206,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030352,CJI97_005207,CJI97_005207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030353,CJI97_005208,CJI97_005208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030354,CJI97_005209,CJI97_005209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030355,CJI97_005210,CJI97_005210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030356,CJI97_005211,CJI97_005211,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030357,CJI97_005212,CJI97_005212,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030358,CJI97_005213,CJI97_005213,-,-,Unknown,-,proteasome subunit alpha type-5,protein-coding,-,-,-,proteasome subunit alpha type-5,20210309,-
498019,40030359,CJI97_005214,CJI97_005214,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030360,CJI97_005215,CJI97_005215,-,-,Unknown,-,E1-like protein-activating enzyme Gsa7p/Apg7p,protein-coding,-,-,-,E1-like protein-activating enzyme Gsa7p/Apg7p,20210309,-
498019,40030361,CJI97_005216,CJI97_005216,-,-,Unknown,-,60S ribosomal export protein NMD3,protein-coding,-,-,-,60S ribosomal export protein NMD3,20210424,-
498019,40030362,CJI97_005217,CJI97_005217,-,-,Unknown,-,histone acetyltransferase GCN5,protein-coding,-,-,-,histone acetyltransferase GCN5,20210309,-
498019,40030363,CJI97_005218,CJI97_005218,-,-,Unknown,-,6-phosphogluconolactonase,protein-coding,-,-,-,6-phosphogluconolactonase,20210309,-
498019,40030364,CJI97_005219,CJI97_005219,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030365,CJI97_005220,CJI97_005220,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030366,CJI97_005221,CJI97_005221,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030367,CJI97_005222,CJI97_005222,-,-,Unknown,-,mitochondrial outer membrane protein porin,protein-coding,-,-,-,mitochondrial outer membrane protein porin,20210309,-
498019,40030368,CJI97_005223,CJI97_005223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030369,CJI97_005224,CJI97_005224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030370,CJI97_005225,CJI97_005225,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030371,CJI97_005226,CJI97_005226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030372,CJI97_005227,CJI97_005227,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030373,CJI97_005228,CJI97_005228,-,-,Unknown,-,histone H2A.2,protein-coding,-,-,-,histone H2A.2,20210309,-
498019,40030374,CJI97_005229,CJI97_005229,-,-,Unknown,-,histone H2B.2,protein-coding,-,-,-,histone H2B.2,20210309,-
498019,40030375,CJI97_005230,CJI97_005230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030376,CJI97_005231,CJI97_005231,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030377,CJI97_005232,CJI97_005232,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030378,CJI97_005233,CJI97_005233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40030379,CJI97_005234,CJI97_005234,-,-,Unknown,-,60S ribosomal protein L2-A,protein-coding,-,-,-,60S ribosomal protein L2-A,20210424,-
498019,40030380,CJI97_005235,CJI97_005235,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030381,CJI97_005236,CJI97_005236,-,-,Unknown,-,60S ribosomal protein L29,protein-coding,-,-,-,60S ribosomal protein L29,20210309,-
498019,40030382,CJI97_005237,CJI97_005237,-,-,Unknown,-,60S ribosomal protein L8-B,protein-coding,-,-,-,60S ribosomal protein L8-B,20210309,-
498019,40030383,CJI97_005238,CJI97_005238,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030384,CJI97_005239,CJI97_005239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030385,CJI97_005240,CJI97_005240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030386,CJI97_005241,CJI97_005241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030387,CJI97_005242,CJI97_005242,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030388,CJI97_005243,CJI97_005243,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030389,CJI97_005244,CJI97_005244,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030390,CJI97_005245,CJI97_005245,-,-,Unknown,-,mannose-1-phosphate guanyltransferase,protein-coding,-,-,-,mannose-1-phosphate guanyltransferase,20210424,-
498019,40030391,CJI97_005246,CJI97_005246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030392,CJI97_005247,CJI97_005247,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030393,CJI97_005248,CJI97_005248,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030394,CJI97_005249,CJI97_005249,-,-,Unknown,-,protein transporter SEC61 subunit alpha,protein-coding,-,-,-,protein transporter SEC61 subunit alpha,20210309,-
498019,40030395,CJI97_005250,CJI97_005250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030396,CJI97_005251,CJI97_005251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030397,CJI97_005252,CJI97_005252,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030398,CJI97_005253,CJI97_005253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030399,CJI97_005254,CJI97_005254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030400,CJI97_005255,CJI97_005255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030401,CJI97_005256,CJI97_005256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030402,CJI97_005257,CJI97_005257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030403,CJI97_005258,CJI97_005258,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030404,CJI97_005259,CJI97_005259,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030405,CJI97_005260,CJI97_005260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030406,CJI97_005261,CJI97_005261,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030407,CJI97_005262,CJI97_005262,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030408,CJI97_005263,CJI97_005263,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030409,CJI97_005264,CJI97_005264,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40030410,CJI97_005265,CJI97_005265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030411,CJI97_005266,CJI97_005266,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030412,CJI97_005267,CJI97_005267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030413,CJI97_005268,CJI97_005268,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030414,CJI97_005269,CJI97_005269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030415,CJI97_005270,CJI97_005270,-,-,Unknown,-,26S protease regulatory subunit 8,protein-coding,-,-,-,26S protease regulatory subunit 8,20210309,-
498019,40030416,CJI97_005271,CJI97_005271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030417,CJI97_005272,CJI97_005272,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030418,CJI97_005273,CJI97_005273,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030419,CJI97_005274,CJI97_005274,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030420,CJI97_005275,CJI97_005275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030421,CJI97_005276,CJI97_005276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030422,CJI97_005277,CJI97_005277,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030423,CJI97_005278,CJI97_005278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030424,CJI97_005279,CJI97_005279,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030425,CJI97_005280,CJI97_005280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030426,CJI97_005281,CJI97_005281,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030427,CJI97_005282,CJI97_005282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40030428,CJI97_005283,CJI97_005283,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
