#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
578459,28972427,RHOBADRAFT_10053,RHOBADRAFT_10053,-,-,Unknown,-,60S ribosomal protein L12,protein-coding,-,-,-,60S ribosomal protein L12,20200205,-
578459,28978388,RHOBADRAFT_55627,RHOBADRAFT_55627,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978389,RHOBADRAFT_55628,RHOBADRAFT_55628,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978390,RHOBADRAFT_55629,RHOBADRAFT_55629,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978391,RHOBADRAFT_55630,RHOBADRAFT_55630,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978392,RHOBADRAFT_55632,RHOBADRAFT_55632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978393,RHOBADRAFT_55633,RHOBADRAFT_55633,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978394,RHOBADRAFT_55640,RHOBADRAFT_55640,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978395,RHOBADRAFT_55643,RHOBADRAFT_55643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978396,RHOBADRAFT_55645,RHOBADRAFT_55645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978397,RHOBADRAFT_55647,RHOBADRAFT_55647,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978398,RHOBADRAFT_55649,RHOBADRAFT_55649,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978399,RHOBADRAFT_55650,RHOBADRAFT_55650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978400,RHOBADRAFT_55652,RHOBADRAFT_55652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978401,RHOBADRAFT_55654,RHOBADRAFT_55654,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978402,RHOBADRAFT_55655,RHOBADRAFT_55655,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978403,RHOBADRAFT_55656,RHOBADRAFT_55656,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978404,RHOBADRAFT_55659,RHOBADRAFT_55659,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978405,RHOBADRAFT_55660,RHOBADRAFT_55660,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978406,RHOBADRAFT_55661,RHOBADRAFT_55661,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978407,RHOBADRAFT_55667,RHOBADRAFT_55667,-,-,Unknown,-,laccase,protein-coding,-,-,-,laccase,20200205,-
578459,28978408,RHOBADRAFT_55668,RHOBADRAFT_55668,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978409,RHOBADRAFT_55669,RHOBADRAFT_55669,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978410,RHOBADRAFT_55672,RHOBADRAFT_55672,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978411,RHOBADRAFT_55673,RHOBADRAFT_55673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978412,RHOBADRAFT_55676,RHOBADRAFT_55676,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978413,RHOBADRAFT_55678,RHOBADRAFT_55678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978414,RHOBADRAFT_55679,RHOBADRAFT_55679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978415,RHOBADRAFT_55682,RHOBADRAFT_55682,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978416,RHOBADRAFT_55683,RHOBADRAFT_55683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978417,RHOBADRAFT_55690,RHOBADRAFT_55690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978418,RHOBADRAFT_55692,RHOBADRAFT_55692,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978419,RHOBADRAFT_55695,RHOBADRAFT_55695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978420,RHOBADRAFT_55696,RHOBADRAFT_55696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978421,RHOBADRAFT_55699,RHOBADRAFT_55699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978422,RHOBADRAFT_55701,RHOBADRAFT_55701,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978423,RHOBADRAFT_55706,RHOBADRAFT_55706,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978424,RHOBADRAFT_55708,RHOBADRAFT_55708,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978425,RHOBADRAFT_55712,RHOBADRAFT_55712,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978426,RHOBADRAFT_55713,RHOBADRAFT_55713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978427,RHOBADRAFT_55715,RHOBADRAFT_55715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978428,RHOBADRAFT_55716,RHOBADRAFT_55716,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978429,RHOBADRAFT_55717,RHOBADRAFT_55717,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978430,RHOBADRAFT_55718,RHOBADRAFT_55718,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978431,RHOBADRAFT_55719,RHOBADRAFT_55719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978432,RHOBADRAFT_55726,RHOBADRAFT_55726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978433,RHOBADRAFT_55728,RHOBADRAFT_55728,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978434,RHOBADRAFT_55729,RHOBADRAFT_55729,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978435,RHOBADRAFT_55735,RHOBADRAFT_55735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978436,RHOBADRAFT_55737,RHOBADRAFT_55737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978437,RHOBADRAFT_55738,RHOBADRAFT_55738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978438,RHOBADRAFT_55739,RHOBADRAFT_55739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978439,RHOBADRAFT_55742,RHOBADRAFT_55742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978440,RHOBADRAFT_55743,RHOBADRAFT_55743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978441,RHOBADRAFT_55744,RHOBADRAFT_55744,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978442,RHOBADRAFT_55745,RHOBADRAFT_55745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978443,RHOBADRAFT_55747,RHOBADRAFT_55747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978444,RHOBADRAFT_55748,RHOBADRAFT_55748,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978445,RHOBADRAFT_55749,RHOBADRAFT_55749,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978446,RHOBADRAFT_55751,RHOBADRAFT_55751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978447,RHOBADRAFT_55752,RHOBADRAFT_55752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978448,RHOBADRAFT_55753,RHOBADRAFT_55753,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978449,RHOBADRAFT_55754,RHOBADRAFT_55754,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978450,RHOBADRAFT_55755,RHOBADRAFT_55755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978451,RHOBADRAFT_55761,RHOBADRAFT_55761,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978452,RHOBADRAFT_55766,RHOBADRAFT_55766,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978453,RHOBADRAFT_5577,RHOBADRAFT_5577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978454,RHOBADRAFT_55770,RHOBADRAFT_55770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978455,RHOBADRAFT_55771,RHOBADRAFT_55771,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978456,RHOBADRAFT_55772,RHOBADRAFT_55772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978457,RHOBADRAFT_55774,RHOBADRAFT_55774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978458,RHOBADRAFT_55776,RHOBADRAFT_55776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978459,RHOBADRAFT_55781,RHOBADRAFT_55781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978460,RHOBADRAFT_55785,RHOBADRAFT_55785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978461,RHOBADRAFT_55786,RHOBADRAFT_55786,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978462,RHOBADRAFT_55787,RHOBADRAFT_55787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978463,RHOBADRAFT_5579,RHOBADRAFT_5579,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
578459,28978464,RHOBADRAFT_55791,RHOBADRAFT_55791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978465,RHOBADRAFT_55793,RHOBADRAFT_55793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978466,RHOBADRAFT_55794,RHOBADRAFT_55794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978467,RHOBADRAFT_55795,RHOBADRAFT_55795,-,-,Unknown,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20200205,-
578459,28978468,RHOBADRAFT_55798,RHOBADRAFT_55798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978469,RHOBADRAFT_55799,RHOBADRAFT_55799,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978470,RHOBADRAFT_55800,RHOBADRAFT_55800,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978471,RHOBADRAFT_55802,RHOBADRAFT_55802,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978472,RHOBADRAFT_55807,RHOBADRAFT_55807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978473,RHOBADRAFT_55809,RHOBADRAFT_55809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978474,RHOBADRAFT_55810,RHOBADRAFT_55810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978475,RHOBADRAFT_55811,RHOBADRAFT_55811,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978476,RHOBADRAFT_55813,RHOBADRAFT_55813,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978477,RHOBADRAFT_55816,RHOBADRAFT_55816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978478,RHOBADRAFT_55818,RHOBADRAFT_55818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978479,RHOBADRAFT_55820,RHOBADRAFT_55820,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978480,RHOBADRAFT_55822,RHOBADRAFT_55822,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978481,RHOBADRAFT_55825,RHOBADRAFT_55825,-,-,Unknown,-,glycosyltransferase family 15 protein,protein-coding,-,-,-,glycosyltransferase family 15 protein,20200205,-
578459,28978482,RHOBADRAFT_55827,RHOBADRAFT_55827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978483,RHOBADRAFT_55828,RHOBADRAFT_55828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978484,RHOBADRAFT_55829,RHOBADRAFT_55829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978485,RHOBADRAFT_55830,RHOBADRAFT_55830,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978486,RHOBADRAFT_55831,RHOBADRAFT_55831,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978487,RHOBADRAFT_55832,RHOBADRAFT_55832,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978488,RHOBADRAFT_55833,RHOBADRAFT_55833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978489,RHOBADRAFT_55834,RHOBADRAFT_55834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978490,RHOBADRAFT_55837,RHOBADRAFT_55837,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978491,RHOBADRAFT_55838,RHOBADRAFT_55838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978492,RHOBADRAFT_55840,RHOBADRAFT_55840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978493,RHOBADRAFT_55843,RHOBADRAFT_55843,-,-,Unknown,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20200205,-
578459,28978494,RHOBADRAFT_55847,RHOBADRAFT_55847,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978495,RHOBADRAFT_55848,RHOBADRAFT_55848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978496,RHOBADRAFT_55850,RHOBADRAFT_55850,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978497,RHOBADRAFT_55852,RHOBADRAFT_55852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978498,RHOBADRAFT_55853,RHOBADRAFT_55853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978499,RHOBADRAFT_55857,RHOBADRAFT_55857,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978500,RHOBADRAFT_55858,RHOBADRAFT_55858,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978501,RHOBADRAFT_55859,RHOBADRAFT_55859,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978502,RHOBADRAFT_55860,RHOBADRAFT_55860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978503,RHOBADRAFT_55862,RHOBADRAFT_55862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978504,RHOBADRAFT_55863,RHOBADRAFT_55863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978505,RHOBADRAFT_55864,RHOBADRAFT_55864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978506,RHOBADRAFT_55866,RHOBADRAFT_55866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978507,RHOBADRAFT_55867,RHOBADRAFT_55867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978508,RHOBADRAFT_55868,RHOBADRAFT_55868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978509,RHOBADRAFT_55870,RHOBADRAFT_55870,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978510,RHOBADRAFT_55878,RHOBADRAFT_55878,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978511,RHOBADRAFT_55879,RHOBADRAFT_55879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978512,RHOBADRAFT_55881,RHOBADRAFT_55881,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978513,RHOBADRAFT_55883,RHOBADRAFT_55883,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978514,RHOBADRAFT_55884,RHOBADRAFT_55884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978515,RHOBADRAFT_55885,RHOBADRAFT_55885,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978516,RHOBADRAFT_55886,RHOBADRAFT_55886,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978517,RHOBADRAFT_55888,RHOBADRAFT_55888,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978518,RHOBADRAFT_55890,RHOBADRAFT_55890,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978519,RHOBADRAFT_55893,RHOBADRAFT_55893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978520,RHOBADRAFT_55894,RHOBADRAFT_55894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978521,RHOBADRAFT_55895,RHOBADRAFT_55895,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978522,RHOBADRAFT_55896,RHOBADRAFT_55896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978523,RHOBADRAFT_55899,RHOBADRAFT_55899,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978524,RHOBADRAFT_55900,RHOBADRAFT_55900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978525,RHOBADRAFT_55901,RHOBADRAFT_55901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978526,RHOBADRAFT_55903,RHOBADRAFT_55903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978527,RHOBADRAFT_55905,RHOBADRAFT_55905,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978528,RHOBADRAFT_55906,RHOBADRAFT_55906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978529,RHOBADRAFT_55909,RHOBADRAFT_55909,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978530,RHOBADRAFT_55912,RHOBADRAFT_55912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978531,RHOBADRAFT_55913,RHOBADRAFT_55913,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978532,RHOBADRAFT_55915,RHOBADRAFT_55915,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978533,RHOBADRAFT_55916,RHOBADRAFT_55916,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978534,RHOBADRAFT_55917,RHOBADRAFT_55917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978535,RHOBADRAFT_55920,RHOBADRAFT_55920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978536,RHOBADRAFT_55921,RHOBADRAFT_55921,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978537,RHOBADRAFT_55926,RHOBADRAFT_55926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978538,RHOBADRAFT_55930,RHOBADRAFT_55930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978539,RHOBADRAFT_55934,RHOBADRAFT_55934,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978540,RHOBADRAFT_55935,RHOBADRAFT_55935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978541,RHOBADRAFT_55940,RHOBADRAFT_55940,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978542,RHOBADRAFT_55943,RHOBADRAFT_55943,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978543,RHOBADRAFT_55944,RHOBADRAFT_55944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978544,RHOBADRAFT_55947,RHOBADRAFT_55947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978545,RHOBADRAFT_55950,RHOBADRAFT_55950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978546,RHOBADRAFT_55951,RHOBADRAFT_55951,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978547,RHOBADRAFT_55955,RHOBADRAFT_55955,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978548,RHOBADRAFT_55956,RHOBADRAFT_55956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978549,RHOBADRAFT_55958,RHOBADRAFT_55958,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978550,RHOBADRAFT_55960,RHOBADRAFT_55960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978551,RHOBADRAFT_55961,RHOBADRAFT_55961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978552,RHOBADRAFT_55962,RHOBADRAFT_55962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978553,RHOBADRAFT_55963,RHOBADRAFT_55963,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978554,RHOBADRAFT_55964,RHOBADRAFT_55964,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978555,RHOBADRAFT_55965,RHOBADRAFT_55965,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978556,RHOBADRAFT_55967,RHOBADRAFT_55967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978557,RHOBADRAFT_55971,RHOBADRAFT_55971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978558,RHOBADRAFT_55973,RHOBADRAFT_55973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978559,RHOBADRAFT_55975,RHOBADRAFT_55975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978560,RHOBADRAFT_55976,RHOBADRAFT_55976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978561,RHOBADRAFT_55978,RHOBADRAFT_55978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978562,RHOBADRAFT_55983,RHOBADRAFT_55983,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28978563,RHOBADRAFT_55985,RHOBADRAFT_55985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
