#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392243,54414118,P152DRAFT_100491,P152DRAFT_100491,-,-,Unknown,-,eukaryotic translation initiation factor 4E,protein-coding,-,-,-,eukaryotic translation initiation factor 4E,20210313,-
1392243,54420919,P152DRAFT_462437,P152DRAFT_462437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420920,P152DRAFT_462448,P152DRAFT_462448,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420921,P152DRAFT_462452,P152DRAFT_462452,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210313,-
1392243,54420922,P152DRAFT_462456,P152DRAFT_462456,-,-,Unknown,-,methylglutaconyl-CoA hydratase,protein-coding,-,-,-,methylglutaconyl-CoA hydratase,20210313,-
1392243,54420923,P152DRAFT_462458,P152DRAFT_462458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420924,P152DRAFT_462461,P152DRAFT_462461,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420925,P152DRAFT_462462,P152DRAFT_462462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420926,P152DRAFT_462467,P152DRAFT_462467,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420927,P152DRAFT_462468,P152DRAFT_462468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420928,P152DRAFT_462471,P152DRAFT_462471,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210313,-
1392243,54420929,P152DRAFT_462476,P152DRAFT_462476,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420930,P152DRAFT_462480,P152DRAFT_462480,-,-,Unknown,-,protein-L-isoaspartate O-methyltransferas-like protein,protein-coding,-,-,-,protein-L-isoaspartate O-methyltransferas-like protein,20210313,-
1392243,54420931,P152DRAFT_462485,P152DRAFT_462485,-,-,Unknown,-,cytidine deaminase,protein-coding,-,-,-,cytidine deaminase,20210313,-
1392243,54420932,P152DRAFT_462490,P152DRAFT_462490,-,-,Unknown,-,mitochondrial aconitate hydratase,protein-coding,-,-,-,mitochondrial aconitate hydratase,20210313,-
1392243,54420933,P152DRAFT_462491,P152DRAFT_462491,-,-,Unknown,-,"Glycosylphosphatidylinositol:protein transamidase complex, GAA1 component",protein-coding,-,-,-,"Glycosylphosphatidylinositol:protein transamidase complex, GAA1 component",20210313,-
1392243,54420934,P152DRAFT_462492,P152DRAFT_462492,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420935,P152DRAFT_462494,P152DRAFT_462494,-,-,Unknown,-,putative NADH-ubiquinone oxidoreductase 39 kDa subunit,protein-coding,-,-,-,putative NADH-ubiquinone oxidoreductase 39 kDa subunit,20210313,-
1392243,54420936,P152DRAFT_462496,P152DRAFT_462496,-,-,Unknown,-,DUF924-domain-containing protein,protein-coding,-,-,-,DUF924-domain-containing protein,20210313,-
1392243,54420937,P152DRAFT_462504,P152DRAFT_462504,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420938,P152DRAFT_462505,P152DRAFT_462505,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420939,P152DRAFT_462521,P152DRAFT_462521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420940,P152DRAFT_462526,P152DRAFT_462526,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420941,P152DRAFT_462528,P152DRAFT_462528,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420942,P152DRAFT_462534,P152DRAFT_462534,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420943,P152DRAFT_462536,P152DRAFT_462536,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420944,P152DRAFT_462539,P152DRAFT_462539,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420945,P152DRAFT_462540,P152DRAFT_462540,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420946,P152DRAFT_462543,P152DRAFT_462543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420947,P152DRAFT_462556,P152DRAFT_462556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420948,P152DRAFT_462577,P152DRAFT_462577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420949,P152DRAFT_462580,P152DRAFT_462580,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420950,P152DRAFT_462589,P152DRAFT_462589,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420951,P152DRAFT_462593,P152DRAFT_462593,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420952,P152DRAFT_462596,P152DRAFT_462596,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210313,-
1392243,54420953,P152DRAFT_462600,P152DRAFT_462600,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420954,P152DRAFT_462604,P152DRAFT_462604,-,-,Unknown,-,adenosine deaminase family protein,protein-coding,-,-,-,adenosine deaminase family protein,20210313,-
1392243,54420955,P152DRAFT_462608,P152DRAFT_462608,-,-,Unknown,-,mitochondrial processing peptidase beta subunit,protein-coding,-,-,-,mitochondrial processing peptidase beta subunit,20210313,-
1392243,54420956,P152DRAFT_462611,P152DRAFT_462611,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420957,P152DRAFT_462621,P152DRAFT_462621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420958,P152DRAFT_462632,P152DRAFT_462632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420959,P152DRAFT_462638,P152DRAFT_462638,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420960,P152DRAFT_462639,P152DRAFT_462639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420961,P152DRAFT_462644,P152DRAFT_462644,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420962,P152DRAFT_462647,P152DRAFT_462647,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420963,P152DRAFT_462658,P152DRAFT_462658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420964,P152DRAFT_462659,P152DRAFT_462659,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420965,P152DRAFT_462665,P152DRAFT_462665,-,-,Unknown,-,putative short-chain dehydrogenase,protein-coding,-,-,-,putative short-chain dehydrogenase,20210313,-
1392243,54420966,P152DRAFT_462666,P152DRAFT_462666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420967,P152DRAFT_462687,P152DRAFT_462687,-,-,Unknown,-,UBC-like protein,protein-coding,-,-,-,UBC-like protein,20210313,-
1392243,54420968,P152DRAFT_462689,P152DRAFT_462689,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210313,-
1392243,54420969,P152DRAFT_462702,P152DRAFT_462702,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420970,P152DRAFT_462709,P152DRAFT_462709,-,-,Unknown,-,DNA polymerase gamma,protein-coding,-,-,-,DNA polymerase gamma,20210313,-
1392243,54420971,P152DRAFT_462719,P152DRAFT_462719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420972,P152DRAFT_462721,P152DRAFT_462721,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420973,P152DRAFT_462729,P152DRAFT_462729,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420974,P152DRAFT_462731,P152DRAFT_462731,-,-,Unknown,-,small subunit of carbamoyl phosphate synthase,protein-coding,-,-,-,small subunit of carbamoyl phosphate synthase,20210313,-
1392243,54420975,P152DRAFT_462739,P152DRAFT_462739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420976,P152DRAFT_462743,P152DRAFT_462743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420977,P152DRAFT_462748,P152DRAFT_462748,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase ppi1,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase ppi1,20210313,-
1392243,54420978,P152DRAFT_462759,P152DRAFT_462759,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420979,P152DRAFT_462768,P152DRAFT_462768,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420980,P152DRAFT_462769,P152DRAFT_462769,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420981,P152DRAFT_462773,P152DRAFT_462773,-,-,Unknown,-,ubiquitin-conjugating enzyme,protein-coding,-,-,-,ubiquitin-conjugating enzyme,20210313,-
1392243,54420982,P152DRAFT_462777,P152DRAFT_462777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420983,P152DRAFT_462783,P152DRAFT_462783,-,-,Unknown,-,FMN-linked oxidoreductase,protein-coding,-,-,-,FMN-linked oxidoreductase,20210313,-
1392243,54420984,P152DRAFT_462792,P152DRAFT_462792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420985,P152DRAFT_462794,P152DRAFT_462794,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54420986,P152DRAFT_462812,P152DRAFT_462812,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420987,P152DRAFT_462816,P152DRAFT_462816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420988,P152DRAFT_46282,P152DRAFT_46282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420989,P152DRAFT_462824,P152DRAFT_462824,-,-,Unknown,-,DNA replication licensing factor mcm3,protein-coding,-,-,-,DNA replication licensing factor mcm3,20210313,-
1392243,54420990,P152DRAFT_462828,P152DRAFT_462828,-,-,Unknown,-,ribosomal protein L1,protein-coding,-,-,-,ribosomal protein L1,20210313,-
1392243,54420991,P152DRAFT_462830,P152DRAFT_462830,-,-,Unknown,-,palmitoyl-protein thioesterase 1 precursor,protein-coding,-,-,-,palmitoyl-protein thioesterase 1 precursor,20210313,-
1392243,54420992,P152DRAFT_462832,P152DRAFT_462832,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420993,P152DRAFT_462836,P152DRAFT_462836,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210313,-
1392243,54420994,P152DRAFT_462837,P152DRAFT_462837,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420995,P152DRAFT_462838,P152DRAFT_462838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54420996,P152DRAFT_462846,P152DRAFT_462846,-,-,Unknown,-,"clathrin adaptor, mu subunit",protein-coding,-,-,-,"clathrin adaptor, mu subunit",20210313,-
1392243,54420997,P152DRAFT_462856,P152DRAFT_462856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54420998,P152DRAFT_46286,P152DRAFT_46286,-,-,Unknown,-,cora-domain-containing protein,protein-coding,-,-,-,cora-domain-containing protein,20210313,-
1392243,54420999,P152DRAFT_462863,P152DRAFT_462863,-,-,Unknown,-,vacuolar sorting protein-like protein,protein-coding,-,-,-,vacuolar sorting protein-like protein,20210313,-
1392243,54421000,P152DRAFT_462867,P152DRAFT_462867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421001,P152DRAFT_462868,P152DRAFT_462868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421002,P152DRAFT_462869,P152DRAFT_462869,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20210313,-
1392243,54421003,P152DRAFT_462900,P152DRAFT_462900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421004,P152DRAFT_462909,P152DRAFT_462909,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421005,P152DRAFT_462912,P152DRAFT_462912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421006,P152DRAFT_462916,P152DRAFT_462916,-,-,Unknown,-,cutinase,protein-coding,-,-,-,cutinase,20210313,-
1392243,54421007,P152DRAFT_462919,P152DRAFT_462919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421008,P152DRAFT_462922,P152DRAFT_462922,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421009,P152DRAFT_462927,P152DRAFT_462927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421010,P152DRAFT_462936,P152DRAFT_462936,-,-,Unknown,-,DEAD/DEAH box helicase domain-containing protein,protein-coding,-,-,-,DEAD/DEAH box helicase domain-containing protein,20210313,-
1392243,54421011,P152DRAFT_462942,P152DRAFT_462942,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421012,P152DRAFT_462955,P152DRAFT_462955,-,-,Unknown,-,N-terminal nucleophile aminohydrolase,protein-coding,-,-,-,N-terminal nucleophile aminohydrolase,20210313,-
1392243,54421013,P152DRAFT_462959,P152DRAFT_462959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421014,P152DRAFT_462967,P152DRAFT_462967,-,-,Unknown,-,"prolyl 4-hydroxylase, beta polypeptide",protein-coding,-,-,-,"prolyl 4-hydroxylase, beta polypeptide",20210313,-
1392243,54421015,P152DRAFT_462973,P152DRAFT_462973,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54421016,P152DRAFT_462987,P152DRAFT_462987,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210313,-
1392243,54421017,P152DRAFT_462995,P152DRAFT_462995,-,-,Unknown,-,acid protease,protein-coding,-,-,-,acid protease,20210313,-
1392243,54421018,P152DRAFT_462996,P152DRAFT_462996,-,-,Unknown,-,GPI transamidase-like protein component Gpi16,protein-coding,-,-,-,GPI transamidase-like protein component Gpi16,20210313,-
1392243,54421019,P152DRAFT_462998,P152DRAFT_462998,-,-,Unknown,-,ArfGap-domain-containing protein,protein-coding,-,-,-,ArfGap-domain-containing protein,20210313,-
1392243,54421020,P152DRAFT_463001,P152DRAFT_463001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421021,P152DRAFT_463006,P152DRAFT_463006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421022,P152DRAFT_463007,P152DRAFT_463007,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210313,-
1392243,54421023,P152DRAFT_463009,P152DRAFT_463009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421024,P152DRAFT_463011,P152DRAFT_463011,-,-,Unknown,-,putative short chain type dehydrogenase,protein-coding,-,-,-,putative short chain type dehydrogenase,20210313,-
1392243,54421025,P152DRAFT_463015,P152DRAFT_463015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421026,P152DRAFT_463016,P152DRAFT_463016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421027,P152DRAFT_463017,P152DRAFT_463017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421028,P152DRAFT_463019,P152DRAFT_463019,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54421029,P152DRAFT_463033,P152DRAFT_463033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421030,P152DRAFT_463038,P152DRAFT_463038,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421031,P152DRAFT_463046,P152DRAFT_463046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421032,P152DRAFT_463049,P152DRAFT_463049,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210313,-
1392243,54421033,P152DRAFT_463055,P152DRAFT_463055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421034,P152DRAFT_463070,P152DRAFT_463070,-,-,Unknown,-,cutinase-domain-containing protein,protein-coding,-,-,-,cutinase-domain-containing protein,20210313,-
1392243,54421035,P152DRAFT_463081,P152DRAFT_463081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421036,P152DRAFT_463084,P152DRAFT_463084,-,-,Unknown,-,NUDIX-domain-containing protein,protein-coding,-,-,-,NUDIX-domain-containing protein,20210313,-
1392243,54421037,P152DRAFT_463094,P152DRAFT_463094,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421038,P152DRAFT_463096,P152DRAFT_463096,-,-,Unknown,-,C-x8-C-x5-C-x3-H type zinc finger protein-like protein,protein-coding,-,-,-,C-x8-C-x5-C-x3-H type zinc finger protein-like protein,20200919,-
1392243,54421039,P152DRAFT_463102,P152DRAFT_463102,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20210313,-
1392243,54421040,P152DRAFT_463103,P152DRAFT_463103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54421041,P152DRAFT_463104,P152DRAFT_463104,-,-,Unknown,-,GTP cyclohydrolase I,protein-coding,-,-,-,GTP cyclohydrolase I,20210313,-
1392243,54421042,P152DRAFT_463107,P152DRAFT_463107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54421043,P152DRAFT_463113,P152DRAFT_463113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421044,P152DRAFT_463115,P152DRAFT_463115,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210313,-
1392243,54421045,P152DRAFT_463131,P152DRAFT_463131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421046,P152DRAFT_463135,P152DRAFT_463135,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20210313,-
1392243,54421047,P152DRAFT_463136,P152DRAFT_463136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421048,P152DRAFT_463147,P152DRAFT_463147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421049,P152DRAFT_463157,P152DRAFT_463157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421050,P152DRAFT_463160,P152DRAFT_463160,-,-,Unknown,-,putative short chain type dehydrogenase,protein-coding,-,-,-,putative short chain type dehydrogenase,20210313,-
1392243,54421051,P152DRAFT_463162,P152DRAFT_463162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421052,P152DRAFT_463164,P152DRAFT_463164,-,-,Unknown,-,putative amp dependent CoA ligase,protein-coding,-,-,-,putative amp dependent CoA ligase,20210313,-
1392243,54421053,P152DRAFT_463169,P152DRAFT_463169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421054,P152DRAFT_463197,P152DRAFT_463197,-,-,Unknown,-,kinetochore protein nuf2,protein-coding,-,-,-,kinetochore protein nuf2,20210313,-
1392243,54421055,P152DRAFT_463208,P152DRAFT_463208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421056,P152DRAFT_463235,P152DRAFT_463235,-,-,Unknown,-,galactose oxidase,protein-coding,-,-,-,galactose oxidase,20210313,-
1392243,54421057,P152DRAFT_463239,P152DRAFT_463239,-,-,Unknown,-,retrograde regulation protein 2,protein-coding,-,-,-,retrograde regulation protein 2,20210313,-
1392243,54421058,P152DRAFT_463253,P152DRAFT_463253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421059,P152DRAFT_463291,P152DRAFT_463291,-,-,Unknown,-,glycoside hydrolase family 61 protein,protein-coding,-,-,-,glycoside hydrolase family 61 protein,20210313,-
1392243,54421060,P152DRAFT_463348,P152DRAFT_463348,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210313,-
1392243,54421061,P152DRAFT_463363,P152DRAFT_463363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421062,P152DRAFT_463370,P152DRAFT_463370,-,-,Unknown,-,putative MFS monocarboxylate transporter,protein-coding,-,-,-,putative MFS monocarboxylate transporter,20210313,-
1392243,54421063,P152DRAFT_463391,P152DRAFT_463391,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421064,P152DRAFT_463407,P152DRAFT_463407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421065,P152DRAFT_463408,P152DRAFT_463408,-,-,Unknown,-,pyridoxamine 5'-phosphate oxidase,protein-coding,-,-,-,pyridoxamine 5'-phosphate oxidase,20210313,-
1392243,54421066,P152DRAFT_463424,P152DRAFT_463424,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210313,-
1392243,54421067,P152DRAFT_463435,P152DRAFT_463435,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421068,P152DRAFT_463438,P152DRAFT_463438,-,-,Unknown,-,enoyl-CoA hydratase/isomerase,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase,20210313,-
1392243,54421069,P152DRAFT_463463,P152DRAFT_463463,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421070,P152DRAFT_463465,P152DRAFT_463465,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210313,-
1392243,54421071,P152DRAFT_463482,P152DRAFT_463482,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421072,P152DRAFT_463486,P152DRAFT_463486,-,-,Unknown,-,pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43,protein-coding,-,-,-,pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43,20210313,-
1392243,54421073,P152DRAFT_463494,P152DRAFT_463494,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421074,P152DRAFT_463500,P152DRAFT_463500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421075,P152DRAFT_463550,P152DRAFT_463550,-,-,Unknown,-,glyoxylate pathway regulator,protein-coding,-,-,-,glyoxylate pathway regulator,20210313,-
1392243,54421076,P152DRAFT_463554,P152DRAFT_463554,-,-,Unknown,-,ClpP/crotonase,protein-coding,-,-,-,ClpP/crotonase,20210313,-
1392243,54421077,P152DRAFT_463556,P152DRAFT_463556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421078,P152DRAFT_463558,P152DRAFT_463558,-,-,Unknown,-,DNA mismatch repair protein muts,protein-coding,-,-,-,DNA mismatch repair protein muts,20210313,-
1392243,54421079,P152DRAFT_463559,P152DRAFT_463559,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421080,P152DRAFT_463563,P152DRAFT_463563,-,-,Unknown,-,UDP-Glycosyltransferase/glycogen phosphorylase,protein-coding,-,-,-,UDP-Glycosyltransferase/glycogen phosphorylase,20210313,-
1392243,54421081,P152DRAFT_463565,P152DRAFT_463565,-,-,Unknown,-,U2 small nuclear ribonucleo protein A,protein-coding,-,-,-,U2 small nuclear ribonucleo protein A,20210313,-
1392243,54421082,P152DRAFT_463566,P152DRAFT_463566,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421083,P152DRAFT_463572,P152DRAFT_463572,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54421084,P152DRAFT_463582,P152DRAFT_463582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54421085,P152DRAFT_463637,P152DRAFT_463637,-,-,Unknown,-,Phosphoenolpyruvate/pyruvate domain-containing protein,protein-coding,-,-,-,Phosphoenolpyruvate/pyruvate domain-containing protein,20210313,-
1392243,54421086,P152DRAFT_463654,P152DRAFT_463654,-,-,Unknown,-,nucleoside diphosphate kinase-like protein,protein-coding,-,-,-,nucleoside diphosphate kinase-like protein,20210313,-
1392243,54421087,P152DRAFT_463658,P152DRAFT_463658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
