#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
301207,54440093,BU25DRAFT_100067,BU25DRAFT_100067,-,-,Unknown,-,Xanthine/uracil permease,protein-coding,-,-,-,Xanthine/uracil permease,20210320,-
301207,54450559,BU25DRAFT_455826,BU25DRAFT_455826,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450560,BU25DRAFT_455836,BU25DRAFT_455836,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450561,BU25DRAFT_455864,BU25DRAFT_455864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450562,BU25DRAFT_455868,BU25DRAFT_455868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450563,BU25DRAFT_455870,BU25DRAFT_455870,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450564,BU25DRAFT_455872,BU25DRAFT_455872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450565,BU25DRAFT_455890,BU25DRAFT_455890,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450566,BU25DRAFT_455900,BU25DRAFT_455900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450567,BU25DRAFT_455901,BU25DRAFT_455901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450568,BU25DRAFT_455927,BU25DRAFT_455927,-,-,Unknown,-,DUF1640-domain-containing protein,protein-coding,-,-,-,DUF1640-domain-containing protein,20210320,-
301207,54450569,BU25DRAFT_455942,BU25DRAFT_455942,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450570,BU25DRAFT_455948,BU25DRAFT_455948,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450571,BU25DRAFT_455960,BU25DRAFT_455960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450572,BU25DRAFT_455978,BU25DRAFT_455978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450573,BU25DRAFT_455980,BU25DRAFT_455980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450574,BU25DRAFT_456010,BU25DRAFT_456010,-,-,Unknown,-,uracil phosphoribosyltransferase,protein-coding,-,-,-,uracil phosphoribosyltransferase,20210320,-
301207,54450575,BU25DRAFT_456015,BU25DRAFT_456015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450576,BU25DRAFT_456027,BU25DRAFT_456027,-,-,Unknown,-,C-24(28) sterol reductase,protein-coding,-,-,-,C-24(28) sterol reductase,20210320,-
301207,54450577,BU25DRAFT_456038,BU25DRAFT_456038,-,-,Unknown,-,two component histidine kinase 1,protein-coding,-,-,-,two component histidine kinase 1,20210320,-
301207,54450578,BU25DRAFT_456046,BU25DRAFT_456046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450579,BU25DRAFT_456048,BU25DRAFT_456048,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450580,BU25DRAFT_456052,BU25DRAFT_456052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450581,BU25DRAFT_456053,BU25DRAFT_456053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450582,BU25DRAFT_456061,BU25DRAFT_456061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450583,BU25DRAFT_456090,BU25DRAFT_456090,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450584,BU25DRAFT_456097,BU25DRAFT_456097,-,-,Unknown,-,sensor histidine kinase-like protein/response regulator Fos-1,protein-coding,-,-,-,sensor histidine kinase-like protein/response regulator Fos-1,20210320,-
301207,54450585,BU25DRAFT_456098,BU25DRAFT_456098,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450586,BU25DRAFT_456128,BU25DRAFT_456128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450587,BU25DRAFT_456131,BU25DRAFT_456131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450588,BU25DRAFT_456132,BU25DRAFT_456132,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450589,BU25DRAFT_456154,BU25DRAFT_456154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450590,BU25DRAFT_456161,BU25DRAFT_456161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450591,BU25DRAFT_456168,BU25DRAFT_456168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450592,BU25DRAFT_456169,BU25DRAFT_456169,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54450593,BU25DRAFT_456179,BU25DRAFT_456179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450594,BU25DRAFT_456190,BU25DRAFT_456190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450595,BU25DRAFT_456199,BU25DRAFT_456199,-,-,Unknown,-,BAR-domain-containing protein,protein-coding,-,-,-,BAR-domain-containing protein,20210320,-
301207,54450596,BU25DRAFT_456216,BU25DRAFT_456216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450597,BU25DRAFT_456231,BU25DRAFT_456231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450598,BU25DRAFT_456247,BU25DRAFT_456247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450599,BU25DRAFT_456249,BU25DRAFT_456249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450600,BU25DRAFT_456257,BU25DRAFT_456257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450601,BU25DRAFT_456258,BU25DRAFT_456258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450602,BU25DRAFT_456262,BU25DRAFT_456262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450603,BU25DRAFT_456275,BU25DRAFT_456275,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450604,BU25DRAFT_456277,BU25DRAFT_456277,-,-,Unknown,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20210320,-
301207,54450605,BU25DRAFT_456282,BU25DRAFT_456282,-,-,Unknown,-,stress responsive A/B barrel domain protein,protein-coding,-,-,-,stress responsive A/B barrel domain protein,20210320,-
301207,54450606,BU25DRAFT_456308,BU25DRAFT_456308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450607,BU25DRAFT_456321,BU25DRAFT_456321,-,-,Unknown,-,glycoside hydrolase family 32 protein,protein-coding,-,-,-,glycoside hydrolase family 32 protein,20210320,-
301207,54450608,BU25DRAFT_456324,BU25DRAFT_456324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450609,BU25DRAFT_456334,BU25DRAFT_456334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450610,BU25DRAFT_456340,BU25DRAFT_456340,-,-,Unknown,-,Chaperone/heat shock protein,protein-coding,-,-,-,Chaperone/heat shock protein,20210320,-
301207,54450611,BU25DRAFT_456344,BU25DRAFT_456344,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450612,BU25DRAFT_456349,BU25DRAFT_456349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450613,BU25DRAFT_456355,BU25DRAFT_456355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450614,BU25DRAFT_456359,BU25DRAFT_456359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450615,BU25DRAFT_456362,BU25DRAFT_456362,-,-,Unknown,-,mitochondrial tricarboxylate transporter-like protein,protein-coding,-,-,-,mitochondrial tricarboxylate transporter-like protein,20210320,-
301207,54450616,BU25DRAFT_456369,BU25DRAFT_456369,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450617,BU25DRAFT_456388,BU25DRAFT_456388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450618,BU25DRAFT_456402,BU25DRAFT_456402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450619,BU25DRAFT_456422,BU25DRAFT_456422,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450620,BU25DRAFT_456438,BU25DRAFT_456438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450621,BU25DRAFT_456439,BU25DRAFT_456439,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450622,BU25DRAFT_45645,BU25DRAFT_45645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450623,BU25DRAFT_456456,BU25DRAFT_456456,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450624,BU25DRAFT_456461,BU25DRAFT_456461,-,-,Unknown,-,transcription factor Bmr1,protein-coding,-,-,-,transcription factor Bmr1,20210320,-
301207,54450625,BU25DRAFT_456463,BU25DRAFT_456463,-,-,Unknown,-,prefoldin subunit 3,protein-coding,-,-,-,prefoldin subunit 3,20210320,-
301207,54450626,BU25DRAFT_456464,BU25DRAFT_456464,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450627,BU25DRAFT_456479,BU25DRAFT_456479,-,-,Unknown,-,HCP-like protein,protein-coding,-,-,-,HCP-like protein,20210320,-
301207,54450628,BU25DRAFT_456493,BU25DRAFT_456493,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450629,BU25DRAFT_456501,BU25DRAFT_456501,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450630,BU25DRAFT_456506,BU25DRAFT_456506,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450631,BU25DRAFT_456520,BU25DRAFT_456520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450632,BU25DRAFT_456522,BU25DRAFT_456522,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450633,BU25DRAFT_456523,BU25DRAFT_456523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450634,BU25DRAFT_456541,BU25DRAFT_456541,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450635,BU25DRAFT_456551,BU25DRAFT_456551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450636,BU25DRAFT_456553,BU25DRAFT_456553,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450637,BU25DRAFT_456568,BU25DRAFT_456568,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450638,BU25DRAFT_456573,BU25DRAFT_456573,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210320,-
301207,54450639,BU25DRAFT_456580,BU25DRAFT_456580,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450640,BU25DRAFT_456610,BU25DRAFT_456610,-,-,Unknown,-,FMN-dependent alpha-hydroxy acid dehydrogenase-like protein,protein-coding,-,-,-,FMN-dependent alpha-hydroxy acid dehydrogenase-like protein,20210320,-
301207,54450641,BU25DRAFT_456615,BU25DRAFT_456615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450642,BU25DRAFT_456620,BU25DRAFT_456620,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450643,BU25DRAFT_456621,BU25DRAFT_456621,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450644,BU25DRAFT_456629,BU25DRAFT_456629,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450645,BU25DRAFT_456636,BU25DRAFT_456636,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20210320,-
301207,54450646,BU25DRAFT_456650,BU25DRAFT_456650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450647,BU25DRAFT_456653,BU25DRAFT_456653,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450648,BU25DRAFT_456665,BU25DRAFT_456665,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450649,BU25DRAFT_456687,BU25DRAFT_456687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450650,BU25DRAFT_456695,BU25DRAFT_456695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450651,BU25DRAFT_456708,BU25DRAFT_456708,-,-,Unknown,-,small COPII coat GTPase SAR1,protein-coding,-,-,-,small COPII coat GTPase SAR1,20210320,-
301207,54450652,BU25DRAFT_456712,BU25DRAFT_456712,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450653,BU25DRAFT_456725,BU25DRAFT_456725,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450654,BU25DRAFT_456732,BU25DRAFT_456732,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450655,BU25DRAFT_456742,BU25DRAFT_456742,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20210320,-
301207,54450656,BU25DRAFT_456773,BU25DRAFT_456773,-,-,Unknown,-,ribosomal protein S30,protein-coding,-,-,-,ribosomal protein S30,20210320,-
301207,54450657,BU25DRAFT_456781,BU25DRAFT_456781,-,-,Unknown,-,N-carbamoyl-L-amino acid hydrolase,protein-coding,-,-,-,N-carbamoyl-L-amino acid hydrolase,20210320,-
301207,54450658,BU25DRAFT_456811,BU25DRAFT_456811,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450659,BU25DRAFT_456825,BU25DRAFT_456825,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450660,BU25DRAFT_456829,BU25DRAFT_456829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450661,BU25DRAFT_456854,BU25DRAFT_456854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450662,BU25DRAFT_456862,BU25DRAFT_456862,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20210320,-
301207,54450663,BU25DRAFT_456873,BU25DRAFT_456873,-,-,Unknown,-,heme peroxidase,protein-coding,-,-,-,heme peroxidase,20210320,-
301207,54450664,BU25DRAFT_456890,BU25DRAFT_456890,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450665,BU25DRAFT_456912,BU25DRAFT_456912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450666,BU25DRAFT_456965,BU25DRAFT_456965,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450667,BU25DRAFT_456978,BU25DRAFT_456978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450668,BU25DRAFT_456991,BU25DRAFT_456991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450669,BU25DRAFT_457003,BU25DRAFT_457003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450670,BU25DRAFT_457015,BU25DRAFT_457015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450671,BU25DRAFT_457034,BU25DRAFT_457034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450672,BU25DRAFT_457045,BU25DRAFT_457045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450673,BU25DRAFT_457049,BU25DRAFT_457049,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450674,BU25DRAFT_457050,BU25DRAFT_457050,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54450675,BU25DRAFT_457062,BU25DRAFT_457062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450676,BU25DRAFT_457067,BU25DRAFT_457067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450677,BU25DRAFT_457075,BU25DRAFT_457075,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450678,BU25DRAFT_457077,BU25DRAFT_457077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450679,BU25DRAFT_457084,BU25DRAFT_457084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450680,BU25DRAFT_457096,BU25DRAFT_457096,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450681,BU25DRAFT_457099,BU25DRAFT_457099,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450682,BU25DRAFT_457103,BU25DRAFT_457103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450683,BU25DRAFT_457128,BU25DRAFT_457128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450684,BU25DRAFT_457135,BU25DRAFT_457135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450685,BU25DRAFT_457141,BU25DRAFT_457141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450686,BU25DRAFT_457148,BU25DRAFT_457148,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450687,BU25DRAFT_457179,BU25DRAFT_457179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450688,BU25DRAFT_457182,BU25DRAFT_457182,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450689,BU25DRAFT_457210,BU25DRAFT_457210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450690,BU25DRAFT_457224,BU25DRAFT_457224,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54450691,BU25DRAFT_457251,BU25DRAFT_457251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450692,BU25DRAFT_457263,BU25DRAFT_457263,-,-,Unknown,-,NAD-dependent epimerase/dehydratase-like protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase-like protein,20210320,-
301207,54450693,BU25DRAFT_457274,BU25DRAFT_457274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450694,BU25DRAFT_457280,BU25DRAFT_457280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450695,BU25DRAFT_457283,BU25DRAFT_457283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450696,BU25DRAFT_457294,BU25DRAFT_457294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450697,BU25DRAFT_457296,BU25DRAFT_457296,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450698,BU25DRAFT_457326,BU25DRAFT_457326,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450699,BU25DRAFT_457340,BU25DRAFT_457340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450700,BU25DRAFT_457374,BU25DRAFT_457374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450701,BU25DRAFT_457385,BU25DRAFT_457385,-,-,Unknown,-,GMC oxidoreductase,protein-coding,-,-,-,GMC oxidoreductase,20210320,-
301207,54450702,BU25DRAFT_457389,BU25DRAFT_457389,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450703,BU25DRAFT_457401,BU25DRAFT_457401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450704,BU25DRAFT_457406,BU25DRAFT_457406,-,-,Unknown,-,GMC oxidoreductase,protein-coding,-,-,-,GMC oxidoreductase,20210320,-
301207,54450705,BU25DRAFT_457439,BU25DRAFT_457439,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450706,BU25DRAFT_457451,BU25DRAFT_457451,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450707,BU25DRAFT_457458,BU25DRAFT_457458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450708,BU25DRAFT_457465,BU25DRAFT_457465,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450709,BU25DRAFT_457474,BU25DRAFT_457474,-,-,Unknown,-,ATP-dependent rRNA helicase-like protein spb4,protein-coding,-,-,-,ATP-dependent rRNA helicase-like protein spb4,20210320,-
301207,54450710,BU25DRAFT_457475,BU25DRAFT_457475,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450711,BU25DRAFT_457504,BU25DRAFT_457504,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450712,BU25DRAFT_457517,BU25DRAFT_457517,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
301207,54450713,BU25DRAFT_457520,BU25DRAFT_457520,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450714,BU25DRAFT_457548,BU25DRAFT_457548,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450715,BU25DRAFT_45756,BU25DRAFT_45756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450716,BU25DRAFT_457579,BU25DRAFT_457579,-,-,Unknown,-,DUF887-domain-containing protein,protein-coding,-,-,-,DUF887-domain-containing protein,20210320,-
301207,54450717,BU25DRAFT_457598,BU25DRAFT_457598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450718,BU25DRAFT_457662,BU25DRAFT_457662,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450719,BU25DRAFT_457682,BU25DRAFT_457682,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450720,BU25DRAFT_457687,BU25DRAFT_457687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54450721,BU25DRAFT_457690,BU25DRAFT_457690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450722,BU25DRAFT_457697,BU25DRAFT_457697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450723,BU25DRAFT_457698,BU25DRAFT_457698,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450724,BU25DRAFT_457701,BU25DRAFT_457701,-,-,Unknown,-,YjgF-like protein,protein-coding,-,-,-,YjgF-like protein,20210320,-
301207,54450725,BU25DRAFT_457709,BU25DRAFT_457709,-,-,Unknown,-,tubulin-domain-containing protein,protein-coding,-,-,-,tubulin-domain-containing protein,20210320,-
301207,54450726,BU25DRAFT_457743,BU25DRAFT_457743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450727,BU25DRAFT_457747,BU25DRAFT_457747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450728,BU25DRAFT_457750,BU25DRAFT_457750,-,-,Unknown,-,ankyrin,protein-coding,-,-,-,ankyrin,20210320,-
301207,54450729,BU25DRAFT_457765,BU25DRAFT_457765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450730,BU25DRAFT_457787,BU25DRAFT_457787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450731,BU25DRAFT_457799,BU25DRAFT_457799,-,-,Unknown,-,tannase and feruloyl esterase,protein-coding,-,-,-,tannase and feruloyl esterase,20210320,-
301207,54450732,BU25DRAFT_457802,BU25DRAFT_457802,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450733,BU25DRAFT_457808,BU25DRAFT_457808,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54450734,BU25DRAFT_457812,BU25DRAFT_457812,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20210320,-
